id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility? (in K.M),How many school buses go to this asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What is the type of structure of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?(Ex: 9.00A.M-5.A.M),What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage?,Are there toilets available seperately as per gender?,Is there running water available in the toilets at this asset?,Is there soap for handwash available next to the sink?,How do you deal with the waste generated from the facility?,What are the other mechanism used to discard the waste?,Are the premises cleaned with disinfectant regularly?,How frequently are the premises cleaned with disinfectant in a week?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,What is the alternative energy source available in the facility?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,Do you have landline connectivity?,What is the number with STD Code?,Do you have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records?,What is the other recording mechanism?,What are the areas you get support from government agencies?,Where do you majorly get textbooks for educational purposes?,What other places do you get textbooks from?,Where do you get the curriculum for classes and educational programs?,What other places do you get textbooks from?,Are you using digital tools for your operations?,For what purpose are you using these?,Are there checkups or medical facilities available?,What is the frequency of these checkups?,Are there any meals served?,Is the nutritional value monitored?,Is there presence of any recreational/playing material for the kids?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,Does the institute have a hall or auditorium?,How many seats are there?,Which labs are present in the institute?,Does the institute have a designated library?,How many people are students at this asset?,Apart from academics what are the co-curricular activities available for students ?,What is the percentage of drop-outs?,What is the reason for dropouts?,What is the reason for dropouts?,What is the reason for dropouts?,What is the reason for dropouts?,Are there any disaster management courses or drills practice at the institute?,"Is this a primary, secondary, or senior secondary school?",Are there any counselors at this institute?,Do parent-teacher meetings take place?,How often do parent-teacher meetings occur?,Does the institute require uniforms?,Are the teachers certified?,How frequently does the teacher trainer visit the school?,Which Board/University is this school affiliated with?,Which other board/university is this institute affiliated with?
5517,2019-05-16 04:13:10,Education,Schools,tage tajung,Government,Ir-repairable,Lower Subansiri,Ziro,Modang Tage,27.56679,93.84039,Approved,https://smartvillage.imagetrekk.com/storage/images/5y9i3jFwXQdzfqLRfMt9CdQ5iV6q0CVLvdo9o76y.jpeg?asset_id=5517,SSA school near ZFM ground it repairable condition,3,Kacha Road,5,0,3G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",500,9:0 to 2:0,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",1,1,Tap Water from Government,,Yes,Yes,No,No,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",None,,Government Agency,,No,,No,,No,,No,None,3,No,,"[""None ""]",No,1,"[""None""]",10-20%,"[""Parallel Studies "",""Lack of Awareness "",""Others""]","[""Parallel Studies "",""Lack of Awareness "",""Others""]","[""Parallel Studies "",""Lack of Awareness "",""Others""]","[""Parallel Studies "",""Lack of Awareness "",""Others""]",No,Primary,No,Yes,Thrice a year,Yes,Yes,Not fixed,Others,state board
5573,2019-05-16 04:38:04,Education,Schools,tage tajung,Government,In Use,Lower Subansiri,Ziro,Ziro,27.56966,93.83157,Approved,https://smartvillage.imagetrekk.com/storage/images/ASsaWCfRkSG5UuZM3Q4kLI9URCs0EkgZF4SMgoDz.jpeg?asset_id=5573,Govt. Middle School TPD,3,Pakka Road,5,0,3G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing "",""Watchman ""]",700,9:0 to 1:0,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",8,2,Tap Water from Government,,Yes,Yes,Yes,No,Burnt within the premises,,Yes,5,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support"",""Technical Support ""]",Supplier in other states,,Government Agency,,No,,No,,No,,No,None,8,No,,"[""None ""]",No,12,"[""None""]",10-20%,"[""Health issues "",""Others""]","[""Health issues "",""Others""]","[""Health issues "",""Others""]","[""Health issues "",""Others""]",No,Primary,No,Yes,Once a year,Yes,Yes,Not fixed,Others,State board
5578,2019-05-16 05:32:07,Education,Schools,taba rancho,Government,Not in Use,Papumpare,Toru,Dokte Hoj,27.25428,93.80864,Approved,https://smartvillage.imagetrekk.com/storage/images/lQLUj22HrBvZE2ShIiAS8NxFXH0uuy1JE59G5YIs.jpeg?asset_id=5578,bd,9,Kacha Road with Block Point,3,0,4G+ Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None ""]",1000,0:0 to 0:0,"[""Monday ""]",0,0,Tap Water from Government,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,Others,no,"[""None""]",None,ooo,Others,ooo,No,,No,,No,,No,Off-site Residential Areas,5,No,,"[""None ""]",No,0,"[""None""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Primary,No,No,,No,No,Not fixed,Others,not use
5580,2019-05-16 05:38:24,Education,Schools,taba rancho,Government,Not in Use,Papumpare,Toru,Dokte Hoj,27.25389,93.80858,Rejected,https://smartvillage.imagetrekk.com/storage/images/zY9TzU3wSaJk4YYawI3wuL2plrczqfAwNlQQCBPn.jpeg?asset_id=5580,bad,9,Kacha Road with Block Point,3,0,4G+ Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None ""]",1000,0:0 to 0:0,"[""Monday ""]",0,0,Tap Water from Government,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Others"",""None""]",None,nil,Others,nil,No,,No,,No,,No,None,5,No,,"[""None ""]",No,0,"[""None""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Primary,No,No,,No,No,Not fixed,Others,nil
5581,2019-05-16 05:45:35,Education,Schools,taba rancho,Government,Not in Use,Papumpare,Toru,Dokte Hoj,27.25439,93.80846,Approved,https://smartvillage.imagetrekk.com/storage/images/bhaqZpg9fTy99zLHfxhRRt5KfpLCrafLHkJa415n.jpeg?asset_id=5581,bad,10,Kacha Road with Block Point,3,0,4G+ Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None ""]",1000,0:0 to 0:0,"[""Saturday ""]",0,0,Others,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,Others,nil,"[""None""]",None,no,Others,no,No,,No,,No,,No,Off-site Residential Areas,5,No,,"[""None ""]",No,0,"[""None""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Primary,No,No,,No,No,Once in 0-3 Months,Others,no
5631,2019-05-16 13:09:12,Education,Schools,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.57399,93.8477,Approved,https://smartvillage.imagetrekk.com/storage/images/ABdfH5Kz43tBULCn57kgTy51Dyz6sHWnZY09kSVq.jpeg?asset_id=5631,vkv school at Dobi Putu,3,Kacha Road,5,1,3G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing "",""Watchman "",""Security Guard""]",34450,8:0 to 4:0,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",18,16,Tap Water from Government,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,7,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Digital Records - Using Computer/Mobile,,"["" Financial Support"",""Technical Support ""]",Government Agency,,Government Agency,,No,[],Yes,Once in 3-6 Months,No,,Yes,Dormitories,16,Yes,300,"[""Science "",""Maths "",""Computers ""]",Yes,400,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",Yes,Secondary,Yes,Yes,More than 3 times a year,Yes,Yes,Once in 6-9 Months,CBSE,
5808,2019-05-20 14:59:37,Education,Schools,mr yomrak kato,Government,In Use,West Siang,Kamba,Kambu,28.26291,94.68218,Approved,https://smartvillage.imagetrekk.com/storage/images/XGXBmdC692a2s92QbNhMcpn7pCAFpzjhPW10Quyg.jpeg?asset_id=5808,No security fencing/wall at school,4,Kacha Road,1,0,3G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",5000,5:0 to 0:0,"[""Saturday "",""Friday "",""Thursday "",""Wednesday "",""Tuesday "",""Monday ""]",4,1,Tap Water from Government,,Yes,Yes,No,No,Discarded in Govt. designated sites,,Yes,2,Yes,3,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support"",""Technical Support ""]",Government Agency,,Self-created,,No,,No,,Yes,Yes,Yes,None,6,No,,"[""None ""]",No,48,"[""Sports "",""Art "",""Dance ""]",10-20%,"[""Parallel Studies ""]","[""Parallel Studies ""]","[""Parallel Studies ""]","[""Parallel Studies ""]",No,Primary,No,Yes,Twice a year,Yes,Yes,Once in 3-6 Months,Others,state board
6064,2019-05-22 06:56:01,Education,Schools,nabam banio,Private,In Use,Papumpare,Itanagar,Ganga,27.0887,93.59747,Pending,https://smartvillage.imagetrekk.com/storage/images/ejB7fsSpXW7vGFd8VGkUbN3CRlxnwLIXdczkQr3R.jpeg?asset_id=6064,good,1,Pakka Road,1,1,3G Reliable,"[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea"",""Others""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea"",""Others""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea"",""Others""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea"",""Others""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea"",""Others""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea"",""Others""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",500,9:0 to 1:0,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday "",""Sunday""]",15,8,Ground Water,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,5,No,,Invertor,0,0,0,0,0,0,No,,No,,Traditional Book Keeping,,"[""None""]",None,,Government Agency,,Yes,"[""Others""]",Yes,Once in 0-3 Months,Yes,No,No,Dormitories,12,No,,"[""Computers ""]",No,310,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",Yes,Primary,No,No,,Yes,Yes,Once in 0-3 Months,Others,Arunachal State board
6066,2019-05-22 07:08:19,Education,Schools,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58388,93.84674,Pending,https://smartvillage.imagetrekk.com/storage/images/YvVJ7pmPovhVkqS8SCVT7o7ZBLcZYK4UAosVqCz5.jpeg?asset_id=6066,primary school,5,Footway,2,0,2G Unreliable,"[""Airtel"",""Vodafone"",""Jio""]","[""Airtel"",""Vodafone"",""Jio""]","[""Airtel"",""Vodafone"",""Jio""]","[""Airtel"",""Vodafone"",""Jio""]","[""Airtel"",""Vodafone"",""Jio""]","[""Airtel"",""Vodafone"",""Jio""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",70,9:0 to 2:0,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",2,2,Bottled Water,20,Yes,Yes,No,No,Discarded in Open Field,,No,,Yes,2,Solar Unit,1,1,1,1,1,1,No,,No,,Traditional Book Keeping,,"[""None""]",Local Supplier,,Self-created,,No,,No,,No,,No,None,3,No,,"[""None ""]",No,6,"[""None""]",20-30%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Primary,No,No,,Yes,Yes,Not fixed,Others,not affiliated
6146,2019-05-23 16:48:08,Education,Schools,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59857,93.8391,Approved,https://smartvillage.imagetrekk.com/storage/images/zS13RNqwonwP4ApCzBW5hzVjh8ntvOWam5UgaRD5.jpeg?asset_id=6146,govt.primary school subu ago. Nani,1,Pakka Road,10,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",30,8:0 to 4:30,"[""Monday "",""Tuesday "",""Thursday "",""Wednesday "",""Friday "",""Saturday ""]",10,10,Ground Water,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",None,no,Others,no,No,,No,,No,,No,None,4,No,,"[""Other ""]",No,20,"[""None""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Primary,No,No,,Yes,No,Less than once a year,Others,no
6226,2019-05-25 04:47:34,Education,Schools,toi ete,Government,In Use,West Siang,Aalo,Kugi Pomte,28.2856,93.57014,Approved,https://smartvillage.imagetrekk.com/storage/images/FrS4l0YAZ1pNmMM24aE6j8eFWNSuLBzZCi89XUdg.jpeg?asset_id=6226,good condition,2,Pakka Road,5,0,4G+ Reliable,"[""Vodafone""]","[""Vodafone""]","[""Vodafone""]","[""Vodafone""]","[""Vodafone""]","[""Vodafone""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Watchman ""]",1000,9:0 to 0:0,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",5,0,Tap Water from Government,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,7,Yes,3,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,No,,Yes,Yes,No,None,5,No,,"[""None ""]",No,25,"[""Dance ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",No,Primary,Yes,Yes,Twice a year,Yes,Yes,Once in 0-3 Months,CBSE,
6254,2019-05-25 08:45:10,Education,Schools,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58997,93.84717,Approved,https://smartvillage.imagetrekk.com/storage/images/kHUiRJzFerwCWtYIDFlwDWsUPQKOI5FZyArZITKf.jpeg?asset_id=6254,"primary school ,Hari-ii",5,Footway,2,0,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",80,9:0 to 12:0,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",3,1,Bottled Water,20,No,No,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Digital Records - Using Computer/Mobile,,"[""Others""]",Local Supplier,,Self-created,,Yes,"[""Others""]",No,,No,,No,None,3,No,,"[""None ""]",No,20,"[""None""]",20-30%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Primary,No,No,,Yes,Yes,Not fixed,Others,not affiliated with cbse/university
6625,2019-05-28 06:33:07,Education,Schools,lancy padung,Government,In Use,East Siang,Pasighat,Roying,28.06119,95.27791,Approved,https://smartvillage.imagetrekk.com/storage/images/O2EUF22rqXAXkEswc5ycabDAfCf2qP03fRg1zK2i.jpeg?asset_id=6625,good,1,Pakka Road,5,1,3G Reliable,"[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/Fencing ""]",700,9:0 to 12:30,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",7,2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,3,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",Government Agency,,Self-created,,No,,Yes,Not fixed,Yes,Yes,No,None,5,No,,"[""None ""]",No,27,"[""Dance ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",No,Primary,No,Yes,Once a year,Yes,Yes,Not fixed,Others,state board
6680,2019-05-28 09:13:40,Education,Schools,mr yomrak kato,Government,In Use,West Siang,Kamba,Kambu,28.26697,94.68705,Pending,https://smartvillage.imagetrekk.com/storage/images/hMXW0Dh6Mz5JvWKaC2jSfdJ2Yx0yfW93k44cOPVi.jpeg?asset_id=6680,good condition,2,Kacha Road,5,0,3G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",100,9:0 to 12:0,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",5,0,Tap Water from Government,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,4,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,No,,Yes,Yes,Yes,None,5,No,,"[""None ""]",No,25,"[""Dance "",""Sports ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",No,Primary,No,Yes,Twice a year,Yes,Yes,Once in 0-3 Months,CBSE,
6793,2019-05-29 11:20:11,Education,Schools,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59653,93.84104,Approved,https://smartvillage.imagetrekk.com/storage/images/APvywCshoem6fz8pcg0jQDoVTAGpKLlv4O1kMbsA.jpeg?asset_id=6793,"Unya Acadeny, Residential public school,Bulla Estd-4th april 2000",1,Pakka Road,1,0,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",100.4,8:30 to 2:0,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",5,1,Tap Water from Government,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,More than 7 times,Yes,1,None,,,,,,,No,,Yes,2,Digital Records - Using Computer/Mobile,,"[""None""]",None,,Self-created,,No,,No,,No,,Yes,None,6,No,,"[""Science "",""Maths "",""Computers ""]",No,40,"[""Sports "",""Dance "",""Art ""]",Greater than 40%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",Yes,Primary,No,Yes,Once a year,Yes,Yes,Not fixed,Others,not affiliated is school
6927,2019-06-03 08:53:08,Education,Schools,ngilyang thaka,Government,In Use,Lower Subansiri,Ziro,Lempiya,27.5819,93.82648,Approved,https://smartvillage.imagetrekk.com/storage/images/5vGVr5eUFcKTsQzOTHDHnfKW9hU1umByAyy1vyg1.jpeg?asset_id=6927,school 1,10,Pakka Road,1,0,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing "",""Watchman ""]",100,9:0 to 4:0,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",19,7,Tap Water from Government,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,1,Yes,2,Diesel Generator,2,2,2,2,2,2,No,,Yes,1000,Digital Records - Using Computer/Mobile,,"["" Financial Support""]",Government Agency,,Government Agency,,Yes,"[""Book Keeping "",""Digital Learning (projectors, tvs, etc.) ""]",Yes,Once in 3-6 Months,Yes,Yes,No,Dormitories,15,Yes,200,"[""Science ""]",Yes,500,"[""Sports "",""Art "",""Dance ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Secondary,Yes,Yes,More than 3 times a year,Yes,Yes,Once in 0-3 Months,CBSE,
7015,2019-06-05 17:26:14,Education,Schools,padi tara,Private,In Use,Lower Subansiri,Ziro,Kalong,27.59414,93.83952,Approved,https://smartvillage.imagetrekk.com/storage/images/MxA54JN7e8WZHgcccA2fMNrjms7UVpU9AAH9lAv7.jpeg?asset_id=7015,"govt.primary school,subu-ll.kalong.ESTD.2009",1,Pakka Road,1,0,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None ""]",25.15,8:0 to 2:0,"[""Saturday "",""Friday "",""Thursday "",""Wednesday "",""Tuesday "",""Monday ""]",2,2,Ground Water,,Yes,No,Yes,Yes,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",Local Supplier,,Local Supplier,,No,,No,,Yes,Yes,No,None,3,No,,"[""Other ""]",No,15,"[""Other ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Primary,No,No,,No,Yes,Not fixed,Others,its a not to be affiliated.
7044,2019-06-06 01:28:19,Education,Schools,ngilyang thaka,Government,In Use,Lower Subansiri,Ziro,Lempiya,27.54104,93.81349,Approved,https://smartvillage.imagetrekk.com/storage/images/9ah05fux6xomRNRu4GuQXyzMvCrTdDnQNg9nC6Gk.jpeg?asset_id=7044,SSA school at lempia ayo myoli,2,Kacha Road,2,0,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None ""]",200,21:0 to 2:0,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",2,1,Ground Water,,No,,,,None,,Yes,4,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Self-created,,No,,No,,No,,No,Off-site Residential Areas,3,No,,"[""None ""]",No,10,"[""None""]",20-30%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Primary,No,No,,Yes,Yes,Once in 6-9 Months,Others,state board
7108,2019-06-06 15:27:47,Education,Schools,tabey,Government,In Use,Shi-Yomi,Monigong,Karle,28.73853,94.30078,Pending,https://smartvillage.imagetrekk.com/storage/images/l8HomswfxEnnmIfZ1SVX33DPzp9MRvUlaqsUci2R.jpeg?asset_id=7108,"upper primary school, Karle Needs maintenance",10,Kacha Road,0.1,0,2G Unreliable,"[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None ""]",2500,9:0 to 1:0,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",5,2,Others,,Yes,Yes,No,No,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",Government Agency,,Government Agency,,No,,No,,Yes,No,No,Off-site Residential Areas,8,No,,"[""None ""]",No,48,"[""None""]",10-20%,"[""Lack of Awareness "",""Others""]","[""Lack of Awareness "",""Others""]","[""Lack of Awareness "",""Others""]","[""Lack of Awareness "",""Others""]",No,Primary,No,Yes,Twice a year,Yes,Yes,Not fixed,Others,arunachal board
