id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go to the unit until it was open?,What is the type of the road available to the unit?,How much distance should one travel from the unit to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What is the type of structure of the unit?,What is the type of security available for the unit?,What are the working hours of the unit?(Ex: 9.00A.M-5.A.M),What are the working days of the unit?,How many Technical staff are employed in the unit?,How many Non Technical staff are employed in the unit?,Where do you get drinking water from for using at the unit?,How much do you pay per litre of bottled water? (In Rupees),Where do you get water for operational purposes for the unit?,What are the other source of water you depend upon?,Are there toilets available for public and employees' usage at the unit?,Are there toilets available seperately as per gender at the unit?,Is there running water available in the toilets at the unit?,Is there soap for handwash available at the unit?,How do you deal with the agricultural waste generated from the unit?,What are the other mechanism used to discard the waste from the unit?,Are the premises of unit cleaned with disinfectant regularly?,How frequently are the premises at the unit cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the unit?,How many hours per day are you facing power cuts in the unit?,What is the alternative energy source available for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,Is there landline connectivity for the unit?,What is the number with STD Code of the unit?,Does the unit have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records for operations of the unit?,What are the other recording mechanism used?,What are the areas the unit gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the unit?,What is the name of the organization?,Are you using any digital technologies that can be used in the unit?,For what purpose are you using digital tools here at the unit?,What is the type of products stored in the unit?,How does the unit advertise about the services available?,What is the average operational cost per month to run the unit?(Excluding Salary of the Employees),What are the products purchased by the customers from the unit?,What is the average cost per unit to store in the unit?(In Rupees),What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,Which type of customers store the produce in the unit?,How does the customers transport the goods to store in the unit?,How many cubic meters are available for storage?,Do you have a cold storage facility?,How often did you need to throw away agricultural produce last week?,How do you document wastage of food?
6431,2019-05-27 12:49:07,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59603,93.8421,Approved,https://smartvillage.imagetrekk.com/storage/images/zDkopGfi6lCWJsRg8FIpIwuXZ4FGSoCW4Ob9yqAD.jpeg?asset_id=6431,traditional godown 117,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Wednesday"",""Thursday"",""Saturday"",""Sunday"",""Friday"",""Tuesday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.6,No,1,none
6432,2019-05-27 12:49:08,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59594,93.84175,Approved,https://smartvillage.imagetrekk.com/storage/images/ncPHz2iFeN6wYGbakti8C4udSwy78umMSHUh0DNh.jpeg?asset_id=6432,traditional godown 118,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",11.5,No,1,none
6433,2019-05-27 12:49:10,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59592,93.84176,Approved,https://smartvillage.imagetrekk.com/storage/images/eTTxGMThZPtrBlTkRkA4dMDmKh7uQet1yJ0ujUg7.jpeg?asset_id=6433,traditional godown 120,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",10.5,No,1,none
6434,2019-05-27 12:49:11,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59605,93.84214,Approved,https://smartvillage.imagetrekk.com/storage/images/o8zCUHhdpZ3VR0xPAI56mlK9LSZWoJgvkBaL4Bk7.jpeg?asset_id=6434,traditional godown 118,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Friday"",""Saturday"",""Sunday"",""Thursday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.5,No,1,none
6435,2019-05-27 12:49:12,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59596,93.84213,Approved,https://smartvillage.imagetrekk.com/storage/images/mBAPzWDSyDbhJPh5yKdBSwbfo37fgRxKuGUlINSs.jpeg?asset_id=6435,traditional godown 116,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.5,No,1,none
6436,2019-05-27 12:49:17,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59592,93.8416,Approved,https://smartvillage.imagetrekk.com/storage/images/CGtBGEuQXzEw7nSzASo7a3643W92zZloiePqpo61.jpeg?asset_id=6436,traditional godown 124,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",10.6,No,1,none
6438,2019-05-27 12:49:24,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59596,93.84145,Approved,https://smartvillage.imagetrekk.com/storage/images/VguVjzhqqzJFmPkFvQTh3exjJkyZSWgA1H8JNe3G.jpeg?asset_id=6438,traditional godown 123,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",10.6,No,1,none
6439,2019-05-27 12:49:25,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59595,93.84175,Approved,https://smartvillage.imagetrekk.com/storage/images/E2YC2Yz6kilXbnC8VytJtb80FPzTaV8c8jGLrgJa.jpeg?asset_id=6439,traditional godown 121,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",9.3,No,1,none
6442,2019-05-27 12:56:13,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59863,93.84153,Approved,https://smartvillage.imagetrekk.com/storage/images/s4cYPOLtgGXjQqxMo84WYXvYrnLx8dKTOlXql5qk.jpeg?asset_id=6442,traditional godown 112,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Thursday"",""Friday"",""Wednesday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.5,No,1,none
6443,2019-05-27 12:56:13,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59592,93.84176,Approved,https://smartvillage.imagetrekk.com/storage/images/9X59PoyA61hJ7tczBgQ4MemyNtwKUZY21nF9XnME.jpeg?asset_id=6443,traditional godown 120,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",10.5,No,1,none
6444,2019-05-27 12:56:14,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59859,93.84177,Approved,https://smartvillage.imagetrekk.com/storage/images/XFH3y3Wi8PgHFhIB27t7ShzqVwHOI8hHan6c0sC6.jpeg?asset_id=6444,traditional godown 108,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Saturday"",""Sunday"",""Friday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.7,No,1,none
6445,2019-05-27 12:56:14,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59822,93.84172,Approved,https://smartvillage.imagetrekk.com/storage/images/OFjlusTNFxbGceuQT7ocTN9UdKYYkSU1cwVGsd3r.jpeg?asset_id=6445,traditional godown 99,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",8:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.5,No,1,none
6446,2019-05-27 12:56:17,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59819,93.84199,Approved,https://smartvillage.imagetrekk.com/storage/images/wR9KRO5P2JAYruixTbiFStcwiZNW9U3QXJFPhriR.jpeg?asset_id=6446,traditional godown 97,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting etc.,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",10.6,No,1,none
6447,2019-05-27 12:56:28,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59605,93.84214,Approved,https://smartvillage.imagetrekk.com/storage/images/n0H7UF0jdQ6joZ3zZleTDAlUS17Gp1c2SPNIJKJs.jpeg?asset_id=6447,traditional godown 118,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Friday"",""Saturday"",""Sunday"",""Thursday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.5,No,1,none
6448,2019-05-27 12:56:29,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.598,93.84195,Approved,https://smartvillage.imagetrekk.com/storage/images/XtjIdNvoh4zYiXXcLPGpPLNUUOgARp50uT97ClkS.jpeg?asset_id=6448,traditional godown 94,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Saturday"",""Friday"",""Thursday"",""Tuesday"",""Monday"",""Wednesday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",10.6,No,1,none
6449,2019-05-27 12:56:36,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59596,93.84213,Approved,https://smartvillage.imagetrekk.com/storage/images/CN1hfFVv9PWE2flKI9HykA2E9LF9r4NsNaQoTENt.jpeg?asset_id=6449,traditional godown 116,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.5,No,1,none
6450,2019-05-27 12:56:36,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59796,93.84182,Approved,https://smartvillage.imagetrekk.com/storage/images/YfognSYWrBjjbqPgfS7hWSVUlhBPVMC7FiD9gS92.jpeg?asset_id=6450,traditional godown 96,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",10.6,No,1,none
6451,2019-05-27 12:56:41,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59811,93.84238,Approved,https://smartvillage.imagetrekk.com/storage/images/1tNPw8pclR4rB3roxSqOAIJQwmjljq0FMkEHH6ko.jpeg?asset_id=6451,traditional godown 91,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",10.6,No,1,none
6452,2019-05-27 12:56:42,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.5982,93.84231,Approved,https://smartvillage.imagetrekk.com/storage/images/0bWCCEgoHBQ1Y5nEMBBKfWok3YFNlfZxd0F6n0yG.jpeg?asset_id=6452,traditional godown 90,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.6,No,1,none
6453,2019-05-27 12:56:43,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59819,93.8423,Approved,https://smartvillage.imagetrekk.com/storage/images/506UvNTryrly4v4NZhCvPcSAhIFTeknWCMJtxM2n.jpeg?asset_id=6453,traditional godown 87,1,Footway,11,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Friday"",""Monday"",""Wednesday"",""Thursday"",""Tuesday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.5,No,1,none
6454,2019-05-27 12:56:46,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59814,93.84253,Approved,https://smartvillage.imagetrekk.com/storage/images/4a3MeOFAAcGsiccpeCD4NvupbUVEuUaZcnOkJQNV.jpeg?asset_id=6454,traditional godown 86,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.4,No,1,none
6455,2019-05-27 12:56:48,Agriculture,Warehouse / Godown/ Timber Depot,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59816,93.84202,Approved,https://smartvillage.imagetrekk.com/storage/images/udZEtstYlanerKusiSKMN284OVFhetKok0A1EsYV.jpeg?asset_id=6455,traditional godown 93,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Saturday"",""Friday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Others""]","[""Others""]",0,on harvesting,1-100,None,None,None,None,"[""Farmers""]","[""Head Load""]",8.6,No,1,none
