id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel from this asset to avail public transport facility?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What is the type of structure of this asset?,What is the type of security available for the asset?,What are the working hours of this asset?,What are the working days of that asset?,Where do you get drinking water from for using at this asset?,How much do you pay per litre of bottled water?,Where do you get water for operational purposes for this asset?,What are the other source of water you depend upon?,Are there toilets available for public and employees usage at this asset?,Are there toilets available separately as per gender at this asset?,Is there running water available in the toilets at this asset?,Is there soap for hand-wash available at this asset?,How do you deal with the waste generated from that asset?,What are the other mechanism used to discard the waste from this asset?,Are the premises of this asset cleaned with disinfectant regularly?,How frequently are the premises at this asset cleaned with disinfectant in a week?,Do you have grid connection for energy supply for this asset?,How many hours per day are you facing power cuts at this asset?,What is the alternative energy source available for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,Is there landline connectivity for that asset?,What is the number with STD Code,Are you using digital tools for your operations for this asset?,For what purpose are you using digital tools here at this asset?,Which of the following religious structure is it?,Does the Gompa also serve as a school?,On which year was the structure established?,What is the average footfall in a week?,How often are tourists part of the visitors (people not from this area)?,What is the most famous religious festival celebrated here?,What is the maximum footfall during these religious festivals ?,Which of the following does the compound have?,Describe the involvement of the local community in running and management of the site?,What are the provisions available for the differently abled?,What other provisions are there for the differently-abled?,What makes this site special and unique compared to similar religious sites?
4506,2019-05-10 12:33:27,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.62772,93.88343,Approved,https://smartvillage.imagetrekk.com/storage/images/jJtQ2hd5D208vdyKNShc9T5xJc8xl39ufsqSfu6Q.jpeg?asset_id=4506,nending nago,1,"[""Pakka Road""]",2,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 17:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,its unique and found no where in the world
4509,2019-05-10 12:33:35,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.59056,93.93731,Approved,https://smartvillage.imagetrekk.com/storage/images/PB1l18xHlnrD6Y3QQnQjRqloc7DEkmwqp09Duc0Q.jpeg?asset_id=4509,nenko lapang,1,"[""Pakka Road""]",2,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 17:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,it unique and found no where else on earth
4516,2019-05-10 12:34:39,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.65602,93.8056,Approved,https://smartvillage.imagetrekk.com/storage/images/vNspprfnVMxcRahXaPkR6RuE4ZQicBFlokrThiGq.jpeg?asset_id=4516,dani lapang,1,"[""Pakka Road""]",2,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 18:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,its unique and found no where on earth
4519,2019-05-10 12:39:50,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.58525,93.73575,Approved,https://smartvillage.imagetrekk.com/storage/images/JoIfKckvH14JwYyIumxSUnT9YcR5svRz06xMqs6t.jpeg?asset_id=4519,puna lapang,1,"[""Pakka Road""]",2,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 17:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",High involvement,None of the above,,it is of utmost important to the folks and is found no where else in the world
4520,2019-05-10 12:40:00,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.56402,93.8056,Approved,https://smartvillage.imagetrekk.com/storage/images/uUV3bnDXjHjtT0mh3T3zCgP4pWp4Lixr2vAAb0oq.jpeg?asset_id=4520,puna nago,1,"[""Pakka Road""]",2,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",5:0 to 17:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,it is unique and found no where else on earth
4522,2019-05-10 12:41:55,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.57287,93.77766,Approved,https://smartvillage.imagetrekk.com/storage/images/8V9dZ1DOR3YwEPMVSRh8uaaM1gitHOSWoO4AkGbw.jpeg?asset_id=4522,haj lapang,1,"[""Kacha Road""]",2,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 17:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,it is utmost important to the folks and is found no where else in the world
4644,2019-05-11 12:35:43,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Dutta,27.56756,93.80959,Approved,https://smartvillage.imagetrekk.com/storage/images/cviOKx6yzGosV8RbrzRPLkctStMzk8dTuNjoMHbY.jpeg?asset_id=4644,aayo koj lapang,1,"[""Pakka Road""]",1,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 18:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,it is unique and found no where else on the world
4645,2019-05-11 12:36:27,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Dutta,27.56756,93.80959,Rejected,https://smartvillage.imagetrekk.com/storage/images/9907aQDHjJ3Y64jYWHyvP2l2QGIoA5IiQ9Gx5Inx.jpeg?asset_id=4645,aayo koj lapang,1,"[""Pakka Road""]",1,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 18:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,it is unique and found no where else on the world
4646,2019-05-11 12:37:32,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Dutta,27.56756,93.80959,Rejected,https://smartvillage.imagetrekk.com/storage/images/83FTwViZp3hnp8MYA25hTiWR8F52xaKFMWtsVeNL.jpeg?asset_id=4646,aayo koj lapang,1,"[""Pakka Road""]",1,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 18:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,it is unique and found no where else on the world
4647,2019-05-11 12:38:06,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Dutta,27.56756,93.80959,Rejected,https://smartvillage.imagetrekk.com/storage/images/RqwlPZrLPqLP0og6II9Gk25JomIwPJNoFUAmd3pp.jpeg?asset_id=4647,aayo koj lapang,1,"[""Pakka Road""]",1,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 18:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,it is unique and found no where else on the world
4740,2019-05-11 13:52:38,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Dutta,27.59764,93.86547,Approved,https://smartvillage.imagetrekk.com/storage/images/sjAbLNSEU3lB8Z7XgfRDQx8KbA8owF94PIVCStJa.jpeg?asset_id=4740,aakang koj lapang,1,"[""Pakka Road""]",1,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 18:00,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,it is of utmost important to the folks and is found no where else on the world
4822,2019-05-11 18:24:24,Tourism,Religious Site,tage tajung,Private,Not in Use,Lower Subansiri,Ziro,Modang Tage,27.57367,93.83055,Approved,https://smartvillage.imagetrekk.com/storage/images/egXZYKtlXcRXfIx51Q1XU6BRB6tGaLcK8RTBdBJ0.jpeg?asset_id=4822,"Ritual place Locally called ""Danyi Aggian"" no. (1)",2,"[""Kacha Road""]",5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",8:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Friday"",""Thursday"",""Saturday"",""Sunday ""]",Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,Yes,5,Solar Unit,5,5,5,5,5,No,,No,,Namlo/Gangin,No,1999,6,Never,Dree Myoko and Murum festival,6,"[""None of the above""]",Medium involvement,None of the above,,this ritual site unique for every individual house we seem.
4823,2019-05-11 18:24:45,Tourism,Religious Site,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.57407,93.83044,Approved,https://smartvillage.imagetrekk.com/storage/images/uappen6KHIFVP1amcYAzn5ND2r05lA30q93adGWr.jpeg?asset_id=4823,"Apatani individual ritual site no. (2) Locally called "" Tammu Aggian""",2,"[""Kacha Road""]",5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",8:0 to 17:00,"[""Tuesday"",""Monday"",""Wednesday"",""Wednesday"",""Saturday"",""Sunday "",""Friday"",""Thursday""]",Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,Yes,2,Solar Unit,5,5,5,5,5,No,,No,,Namlo/Gangin,No,2011,6,Never,"Dree, Myoko and mudum",6,"[""None of the above""]",Medium involvement,None of the above,,Ritual during Myoko festival and when family members sick.
4824,2019-05-11 18:25:01,Tourism,Religious Site,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.57306,93.82997,Approved,https://smartvillage.imagetrekk.com/storage/images/I02ypB6fe348q2zpcJDx5KQqf5Mg2UtWIhuM4TnG.jpeg?asset_id=4824,The Locally called ' Tammu Aggian' Apatani tribe . this is ritual iteams no. (1),2,"[""Kacha Road""]",5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",8:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,Yes,2,Solar Unit,5,5,5,5,5,No,,No,,Namlo/Gangin,No,2019,6,Never,"Dree, Myoko and Murum",6,"[""None of the above""]",High involvement,None of the above,,This site is ritual perform by priest when local people's sickness.
4887,2019-05-12 10:14:48,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.65779,93.84551,Approved,https://smartvillage.imagetrekk.com/storage/images/v45byCsyR2m2BG3qMas7rXwkW9NAejFfib77zXKy.jpeg?asset_id=4887,kago lapang,1,"[""Pakka Road""]",3,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 19:0,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Dustbins"",""Parking area""]",High involvement,None of the above,,it is unique and found no where in the world
4943,2019-05-12 10:27:01,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Dutta,27.58525,93.85749,Approved,https://smartvillage.imagetrekk.com/storage/images/2M1wYpOVU9bJHPXFZqPXvhNjdwFT3jjoOXED0wYq.jpeg?asset_id=4943,mobia lapang,1,"[""Pakka Road""]",1,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 19:0,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,it is unique and found no where else on earth
4954,2019-05-12 10:29:00,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Dutta,27.63302,93.84352,Approved,https://smartvillage.imagetrekk.com/storage/images/nqjklD9bISnXgJMva0bvPhew3w5vlToE3iD4XJdU.jpeg?asset_id=4954,chiging lapang,1,"[""Kacha Road""]",1,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 19:0,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,it is unique and found no where else on the world
4955,2019-05-12 10:29:34,Tourism,Religious Site,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Dutta,27.5764,93.87944,Approved,https://smartvillage.imagetrekk.com/storage/images/ZFbhGvDzAbIeaLkmE9OLtE9Ne6H7uRepFTUMmTeO.jpeg?asset_id=4955,chiging nago,1,"[""Kacha Road""]",1,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 19:0,"[""Sunday "",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Wednesday"",""Tuesday"",""Monday""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Namlo/Gangin,No,1800,10,Sometimes,myoko,100,"[""Parking area"",""Dustbins""]",Very High Involvement,None of the above,,it is unique and found no where else on earth
5005,2019-05-12 13:33:23,Tourism,Religious Site,kago yubbey,Community,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55349,93.84212,Approved,https://smartvillage.imagetrekk.com/storage/images/TcyNaiuy6tJwRTjbxmv1RMT2LLOza4JrR8YSy6Hi.jpeg?asset_id=5005,lyaniin Baptist Church,3,"[""Kacha Road""]",4,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Others""]",22:0 to 13:0,"[""Sunday "",""Saturday""]",Tap Water from Government,,Water from Government,,Yes,No,Yes,Yes,Burnt within the premises,,Yes,3,Yes,1,Kerosene Generator,12,12,12,12,12,No,,No,,Church,,2009,2,Never,Christmas,2,"[""None of the above""]",Low Involvement,None of the above,,first church in Hong village
5007,2019-05-12 17:27:23,Tourism,Religious Site,tage tajung,Community,In Use,Lower Subansiri,Ziro,Modang Tage,27.41891,93.77239,Rejected,https://smartvillage.imagetrekk.com/storage/images/l6sYVu6SR8FFFEBWRRVZmSgEyh2GLEcGtn6sFaY0.jpeg?asset_id=5007,Supung Dree festival ground at Nago Putu,9,"[""Kacha Road""]",5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing"",""Watchman""]",8:0 to 16:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday""]",Tap Water from Government,,Water from Government,,Yes,Yes,Yes,No,Burnt within the premises,,No,,Yes,2,Solar Unit,5,5,5,5,5,No,,No,,Namlo/Gangin,No,2017,6,Sometimes,"Dree, Myoko and Murum",5,"[""Dustbins"",""Parking area"",""Display of information about the structure""]",High involvement,None of the above,,This festival ground are for whole Apatani tribes of Ziro plateaus
5013,2019-05-12 17:30:01,Tourism,Religious Site,tage tajung,Community,In Use,Lower Subansiri,Ziro,Modang Tage,27.56844,93.85333,Rejected,https://smartvillage.imagetrekk.com/storage/images/RCVuVLyfuLVlpkjfdBttsZ4KV5DCkI4lvAnMvX57.jpeg?asset_id=5013,Apatani Dree festival ground at Nago Putu,8,"[""Kacha Road""]",5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing"",""Watchman""]",8:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday""]",Tap Water from Government,,Water from Government,,Yes,Yes,Yes,No,Burnt within the premises,,Yes,5,Yes,2,Solar Unit,5,5,5,5,5,No,,No,,Namlo/Gangin,No,2017,6,Sometimes,"Dree, Myoko and Murum",6,"[""Parking area"",""Dustbins"",""Display of information about the structure""]",High involvement,None of the above,,This Dree ground was for whole Apatani tribes
5022,2019-05-12 17:34:10,Tourism,Religious Site,tage tajung,Community,In Use,Lower Subansiri,Ziro,Modang Tage,27.6449,94.37071,Rejected,https://smartvillage.imagetrekk.com/storage/images/wtaJ2qrPmvu5dnoZZovQegN7EP3N7YBBy9ItXuD9.jpeg?asset_id=5022,Dree ground for whole Apatani tribes at Nago Putu,8,"[""Kacha Road""]",5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing"",""Watchman""]",8:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Wednesday"",""Friday"",""Saturday""]",Tap Water from Government,,Water from Government,,Yes,Yes,Yes,No,Burnt within the premises,,No,,Yes,2,Solar Unit,5,5,5,5,5,No,,No,,Namlo/Gangin,No,2017,6,Sometimes,"Dree, Myoko and Murum",5,"[""Dustbins"",""Parking area"",""Display of information about the structure""]",High involvement,None of the above,,Dree ground was newly constructed on 2017
5039,2019-05-13 09:26:17,Tourism,Religious Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Bamin,27.56965,93.82646,Approved,https://smartvillage.imagetrekk.com/storage/images/HbRwZSMWl74rZI78HabI1RgPTXjdrJqLPTBjIkGl.jpeg?asset_id=5039,Hartii baptist church,1,"[""Kacha Road""]",0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 2:0,"[""Sunday ""]",Tap Water from Government,,Water from Government,,Yes,No,Yes,Yes,Burnt within the premises,,Yes,>7,No,,Others,,,,,,No,,No,,Church,,2009,10,Never,"good friday, Christmas etc..",10,"[""None of the above""]",Very High Involvement,None of the above,,believers
