id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,What is the type of the road available near to that asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What is the type of structure of this asset?,What is the type of security available for the asset?,What are the working hours of this asset?,What are the areas the asset gets support from government agencies (not for customers)?,How many Technical staff are employed in/for that asset?,How many Non Technical staff are employed in/for that asset?,Where does the waste water generated from that asset goes to?,What are the other mechanism used to discard the waste water ?,Are the premises of this asset cleaned with disinfectant regularly?,How frequently are the premises at this asset cleaned with disinfectant in a week?,Is that Tap in working condition?,Is check valve working in the tap ?,How far is the tap from the water tank/Source ?,What is the diameter of the Pipe ?,How many Taps are connected to one standpod?,What is the length of the service tap?,What is the basement/ foundation is made of ?,Is there any rust on the tap ?,Were people drinking water while you visited this spot?,Are there any charges which come when getting water from this tap?,What does one liter of water cost (in rupees)?,What is the frequency of technical maintenance or safety audit ?,How many times is the quality of water being checked?
3978,2019-05-09 08:26:50,Water,Public Taps/ Public Stand Pod,kago yubbey,Community,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.5574,93.84839,Approved,https://smartvillage.imagetrekk.com/storage/images/lbpcF7DO4ZnHnEXV8Qv6Jn6ghyn8tle3RlyUscpj.jpeg?asset_id=3978,community purpose,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""Support via Schemes""]",2,1,Mixes with the near by Water Bodies,,Yes,1,yes,Yes,Below 200 meters,12mm,2,2,"[""Cement"",""Bricks""]",Yes,Yes,No,,Never,Monthly
3983,2019-05-09 08:28:14,Water,Public Taps/ Public Stand Pod,kago yubbey,Government,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55706,93.84798,Approved,https://smartvillage.imagetrekk.com/storage/images/8vmipjuGW63fop9J77Iz56a4GgXea9XC1Skdibhr.jpeg?asset_id=3983,publi tap,Kacha Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:00am to 19:00pm,"[""Others""]",1,0,Mixes with the near by Water Bodies,,No,,yes,Yes,Below 200 meters,12mm,1,3,"[""Cement""]",No,Yes,No,,Others,Others
3987,2019-05-09 08:29:01,Water,Public Taps/ Public Stand Pod,kago yubbey,Community,Ir-repairable,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55702,93.84856,Pending,https://smartvillage.imagetrekk.com/storage/images/5of1RV8tABTDqRUMVkZyVeqD2z6HWgP4nteWFLN9.jpeg?asset_id=3987,public tape 3,Footway,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 0:00,"[""Others""]",1,0,Mixes with the near by Water Bodies,,No,,No,No,Above 500 meters,12mm,2,2,"[""Cement""]",No,Yes,No,,Others,Others
3997,2019-05-09 08:32:06,Water,Public Taps/ Public Stand Pod,kago yubbey,Government,Repairable,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55839,93.84868,Pending,https://smartvillage.imagetrekk.com/storage/images/vbE59U7UWDiAfJdjAYrNPvSUF8wqGtnoxtzcruxv.jpeg?asset_id=3997,public tap 2,Footway,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:00am to 19:00pm,"[""Others""]",1,0,Discarded in Open Field,,No,,No,No,Below 200 meters,12mm,1,1,"[""Cement""]",No,No,No,,Others,Others
4004,2019-05-09 08:34:56,Water,Public Taps/ Public Stand Pod,kago yubbey,Government,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55823,93.84805,Approved,https://smartvillage.imagetrekk.com/storage/images/532l2xFRp8JXhQCa8LV6THJoyescsLXYCxu8bCeT.jpeg?asset_id=4004,public tap 1,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""Others""]",1,0,Others,drainages,Yes,>7,yes,Yes,Below 200 meters,12mm,1,0,"[""Others""]",No,Yes,Yes,0,Others,Others
4053,2019-05-09 10:10:08,Water,Public Taps/ Public Stand Pod,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Hija,27.60649,93.84551,Approved,https://smartvillage.imagetrekk.com/storage/images/4jZFgMlERhHxKP0X9SwB77sMNQSFfRIJTmOsDYzF.jpeg?asset_id=4053,public tap 3,Kacha Road with Block Point,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5.00am 17.00pm,"[""None""]",1,0,Mixes with the near by Water Bodies,,Yes,>7,yes,Yes,Below 200 meters,12mm,1,1,"[""Cement""]",Yes,Yes,No,,Irregular,Irregular
4066,2019-05-09 12:59:19,Water,Public Taps/ Public Stand Pod,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59733,93.84435,Approved,https://smartvillage.imagetrekk.com/storage/images/acu8L4L3HizpvA5zavlax72EDjHTFgRHfhIycT1C.jpeg?asset_id=4066,public taps 4,Footway,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:00 to 15:00,"[""None""]",15,9,None,,Yes,>7,yes,Yes,Below 200 meters,12mm,2,20,"[""Cement""]",No,Yes,No,,Yearly,Yearly
4068,2019-05-09 12:59:30,Water,Public Taps/ Public Stand Pod,padi tara,Community,In Use,Lower Subansiri,Ziro,Reru,27.59821,93.84055,Approved,https://smartvillage.imagetrekk.com/storage/images/MB1P0X4tjdSHI8B2cG9bxxnPIouXOd5X1GWlxnyE.jpeg?asset_id=4068,public taps 5,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:00 to 14:00,"[""None""]",15,9,None,,Yes,>7,yes,Yes,Above 500 meters,others,1,30,"[""Cement""]",Yes,Yes,No,,Monthly,Monthly
4070,2019-05-09 12:59:32,Water,Public Taps/ Public Stand Pod,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59482,93.84012,Approved,https://smartvillage.imagetrekk.com/storage/images/PaHATHCt3KAkic0OHunMeSnKoHS59rCWfm3z4K8b.jpeg?asset_id=4070,public taps 1,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:00 to 14:00,"[""Others""]",15,9,None,,Yes,>7,yes,Yes,Above 500 meters,others,1,30,"[""Cement""]",No,Yes,No,,Monthly,Monthly
4071,2019-05-09 12:59:32,Water,Public Taps/ Public Stand Pod,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59463,93.8403,Approved,https://smartvillage.imagetrekk.com/storage/images/cIkjmkSDsZtjIGHFXDI5iD2T4PmREs1a892WuFAC.jpeg?asset_id=4071,public taps 2,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:00 to 14:00,"[""None""]",15,9,None,,Yes,>7,yes,Yes,Above 500 meters,others,1,25,"[""Cement""]",No,Yes,No,,Monthly,Yearly
4077,2019-05-09 12:59:33,Water,Public Taps/ Public Stand Pod,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59545,93.84093,Approved,https://smartvillage.imagetrekk.com/storage/images/1G75t9gAAURUdOHWxkyRRhwHTSJePR3fyV3xIJHZ.jpeg?asset_id=4077,public taps 4,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:00 to 14:00,"[""None""]",15,9,None,,Yes,>7,yes,Yes,Above 500 meters,others,1,20,"[""Cement""]",No,Yes,No,,Monthly,Yearly
4078,2019-05-09 12:59:33,Water,Public Taps/ Public Stand Pod,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59494,93.84103,Approved,https://smartvillage.imagetrekk.com/storage/images/v0dUqUmxeJkSxm723svBGe7daOdbYKV6BQxNHnCB.jpeg?asset_id=4078,public taps 7,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""None""]",20,10,None,,Yes,>7,yes,Yes,Below 200 meters,12mm,2,5,"[""Cement""]",No,Yes,No,,Monthly,Monthly
4139,2019-05-09 17:52:42,Water,Public Taps/ Public Stand Pod,padi tara,Government,In Use,Lower Subansiri,Ziro,Kalong,27.59457,93.84067,Approved,https://smartvillage.imagetrekk.com/storage/images/S9SEYilUeIawOH03oIHybdgXM8ELILVFkb5KvHuB.jpeg?asset_id=4139,public taps 3,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:00 to 14:00,"[""None""]",15,9,None,,Yes,>7,yes,Yes,Above 500 meters,12mm,1,25,"[""Cement""]",No,Yes,No,,Monthly,Monthly
4141,2019-05-09 23:29:38,Water,Public Taps/ Public Stand Pod,bullo tatung,Community,In Use,Lower Subansiri,Ziro,Hija,27.60118,93.82156,Approved,https://smartvillage.imagetrekk.com/storage/images/3CilrG9VFpkzmfxegk2ujKcoqFoOfRgEOsWDZ8tA.jpeg?asset_id=4141,public tsp 2,Pakka Road,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5.00am 17.00pm,"[""None""]",1,1,None,,No,,yes,Yes,Below 200 meters,12mm,1,1,"[""Cement""]",Yes,No,No,,Irregular,Irregular
4197,2019-05-10 01:29:58,Water,Public Taps/ Public Stand Pod,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Hija,27.58702,93.83553,Approved,https://smartvillage.imagetrekk.com/storage/images/TlwM93r58dSTPVHydi8LSpJB0nT938rgNJHsTCkP.jpeg?asset_id=4197,public tap 1,Pakka Road,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",9.00am 21.00pm,"[""None""]",1,0,Mixes with the near by Water Bodies,,Yes,>7,yes,Yes,Below 200 meters,12mm,1,1,"[""Cement""]",Yes,Yes,No,,Irregular,Irregular
4222,2019-05-10 01:31:26,Water,Public Taps/ Public Stand Pod,bullo tatung,Community,Repairable,Lower Subansiri,Ziro,Hija,27.52684,93.83553,Approved,https://smartvillage.imagetrekk.com/storage/images/14B9Foun3fErNcw8jTY25eLCJwLsTsdtnCaYqa78.jpeg?asset_id=4222,nada water tank,Pakka Road,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 0:00,"[""None""]",1,0,Mixes with the near by Water Bodies,,Yes,1,No,No,Below 200 meters,others,2,1,"[""Cement""]",Yes,No,No,,Irregular,Irregular
4331,2019-05-10 06:36:44,Water,Public Taps/ Public Stand Pod,nending tasser,Government,Not in Use,Lower Subansiri,Ziro,Hari,27.58359,93.84325,Approved,https://smartvillage.imagetrekk.com/storage/images/OGsMK417iTOZQvFISyYTJqjTbJbVEJTxrUnYHnR2.jpeg?asset_id=4331,damaged,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6.00am- 6.00am,"[""None""]",1,0,Discarded in Open Field,,No,,No,No,Between 200-500 meters,others,>4,0.5,"[""Cement""]",Yes,No,No,,Never,Irregular
4454,2019-05-10 10:17:07,Water,Public Taps/ Public Stand Pod,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59663,93.84143,Approved,https://smartvillage.imagetrekk.com/storage/images/teVBlT71UaEBlQ6Zd5PsySQkg0kHu3jKpxYdIIAG.jpeg?asset_id=4454,public taps 5,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 0:00,"[""None""]",15,9,None,,Yes,>7,yes,Yes,Above 500 meters,others,2,25,"[""Cement""]",No,Yes,No,,Yearly,Yearly
4487,2019-05-10 12:27:10,Water,Public Taps/ Public Stand Pod,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Hija,27.62418,93.85549,Approved,https://smartvillage.imagetrekk.com/storage/images/XWo2DSFUVs5FFuw2op2nkGBZNTyTHe1sh73oq48u.jpeg?asset_id=4487,nenchaya public tap 1,Pakka Road,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6.00am 18.00pm,"[""None""]",10,0,Mixes with the near by Water Bodies,,Yes,3,yes,Yes,Below 200 meters,12mm,1,1,"[""Cement""]",Yes,No,Yes,10,Irregular,Irregular
4497,2019-05-10 12:29:24,Water,Public Taps/ Public Stand Pod,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Hija,27.60826,93.83952,Approved,https://smartvillage.imagetrekk.com/storage/images/9AkJwVrdNsh7lla4Uvy7Wr5NnF9140yZgbZzXsQP.jpeg?asset_id=4497,kago public tap,Pakka Road,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5.00am 17.00pm,"[""None""]",1,0,Mixes with the near by Water Bodies,,Yes,4,yes,Yes,Below 200 meters,12mm,1,1,"[""Cement""]",Yes,No,Yes,10,Irregular,Irregular
4503,2019-05-10 12:30:34,Water,Public Taps/ Public Stand Pod,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Hija,27.60826,93.83952,Approved,https://smartvillage.imagetrekk.com/storage/images/LVq8DJgnrjucESWMITSrlMfRdJtAw1OtvyuTwfFt.jpeg?asset_id=4503,kago public tap,Pakka Road,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5.00am 17.00pm,"[""None""]",1,0,Mixes with the near by Water Bodies,,Yes,4,yes,Yes,Below 200 meters,12mm,1,1,"[""Cement""]",Yes,No,Yes,10,Irregular,Irregular
4507,2019-05-10 12:33:34,Water,Public Taps/ Public Stand Pod,bullo tatung,Government,Not in Use,Lower Subansiri,Ziro,Hija,27.66663,93.83553,Approved,https://smartvillage.imagetrekk.com/storage/images/g887JMvAh2CZ26zkyhV77d91r61zv3CYZifyhnHA.jpeg?asset_id=4507,nrnding putu water tap,Footway,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 0:00,"[""None""]",1,0,None,,No,,No,No,Below 200 meters,12mm,1,1,"[""Cement""]",No,No,No,,Never,Never
4514,2019-05-10 12:34:30,Water,Public Taps/ Public Stand Pod,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Hija,27.60826,93.77965,Approved,https://smartvillage.imagetrekk.com/storage/images/gd3yxJkVhX4UY7tTmyYbW6T72MTDtTgwkJ3JU4lL.jpeg?asset_id=4514,dani public tap,Kacha Road,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6.00am 18.00 pm,"[""None""]",1,0,Mixes with the near by Water Bodies,,Yes,4,yes,Yes,Below 200 meters,12mm,1,1,"[""Cement""]",Yes,Yes,Yes,10,Irregular,Irregular
4630,2019-05-11 12:21:45,Water,Public Taps/ Public Stand Pod,ngilyang thaka,Government,In Use,Lower Subansiri,Ziro,Lempiya,27.56973,93.8924,Approved,https://smartvillage.imagetrekk.com/storage/images/ncXQ0kwo6uZNtDAIF0EGicy0XZU6UTld356UTSCA.jpeg?asset_id=4630,public tap 1,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""None""]",1,1,Discarded in Govt. designated structures,,Yes,>7,No,Yes,Above 500 meters,24mm,2,3,"[""Cement""]",No,Yes,No,,Irregular,Irregular
4639,2019-05-11 12:32:36,Water,Public Taps/ Public Stand Pod,bullo tatung,Government,Not in Use,Lower Subansiri,Ziro,Dutta,27.6171,93.90339,Rejected,https://smartvillage.imagetrekk.com/storage/images/vv6DKiWeLM5tyrO1pXMgPOK2wuRPzDMY8xRk1PtH.jpeg?asset_id=4639,dutta public tap 5,Footway,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6.00am18.00pm,"[""None""]",1,0,Mixes with the near by Water Bodies,,No,,No,No,Below 200 meters,12mm,1,0,"[""Others""]",No,No,No,,Never,Never
4640,2019-05-11 12:33:37,Water,Public Taps/ Public Stand Pod,bullo tatung,Government,Not in Use,Lower Subansiri,Ziro,Dutta,27.6171,93.90339,Rejected,https://smartvillage.imagetrekk.com/storage/images/RxfBBGLFgzBBUDwyyaRmRCcdiTYFudeoiaODaGiJ.jpeg?asset_id=4640,dutta public tap 5,Footway,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6.00am18.00pm,"[""None""]",1,0,Mixes with the near by Water Bodies,,No,,No,No,Below 200 meters,12mm,1,0,"[""Others""]",No,No,No,,Never,Never
4650,2019-05-11 12:40:02,Water,Public Taps/ Public Stand Pod,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Dutta,27.67016,93.84352,Approved,https://smartvillage.imagetrekk.com/storage/images/FNpzgh41Z39f1n9qF5KgeFZvFnBHuv6y5g4TWGaF.jpeg?asset_id=4650,akang koj public tap 2,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6.00am 18.00pm,"[""None""]",1,0,Mixes with the near by Water Bodies,,Yes,4,yes,Yes,Below 200 meters,12mm,1,1,"[""Others""]",No,Yes,Yes,10,Irregular,Irregular
4708,2019-05-11 12:44:52,Water,Public Taps/ Public Stand Pod,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59777,93.84461,Approved,https://smartvillage.imagetrekk.com/storage/images/60jH6dOBNWKpEUQrsMZhGZi38Vp11rpcGdT9qj6i.jpeg?asset_id=4708,public taps 6,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:00 to 19:00,"[""None""]",1,1,None,,Yes,>7,yes,Yes,Below 200 meters,others,1,25,"[""Cement""]",Yes,Yes,No,,Monthly,Yearly
4722,2019-05-11 12:47:16,Water,Public Taps/ Public Stand Pod,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59538,93.84505,Approved,https://smartvillage.imagetrekk.com/storage/images/Tuta4NoS9rvplG9dhTKydQl5mdRgP74EprK87dam.jpeg?asset_id=4722,public taps 7,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:00 to 22:00,"[""None""]",1,1,None,,Yes,>7,yes,Yes,Below 200 meters,12mm,1,15,"[""Others""]",Yes,Yes,No,,Monthly,Yearly
4743,2019-05-11 13:54:53,Water,Public Taps/ Public Stand Pod,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Dutta,27.58702,93.81558,Approved,https://smartvillage.imagetrekk.com/storage/images/biYAnt1koXIMaU4naVohYzKcxCcPnJVelQWDxlso.jpeg?asset_id=4743,upper koj water tap 1,Footway,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",06.00am 18.00pm,"[""None""]",1,0,Mixes with the near by Water Bodies,,No,,yes,Yes,Below 200 meters,12mm,1,1,"[""Cement""]",No,Yes,Yes,10,Irregular,Irregular
