id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the Shop?,How much distance should one travel from this Shop to avail public transport facility? (in K.M),What is the type of the mobile network available at the Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What is the type of structure of this Shop?,What are the working hours of this Shop?(Ex: 9.00A.M-5.A.M),What are the working days of that Shop?,How many people are working in the Shop?,Where do you get drinking water from for using at this Shop?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage at this Shop?,Are there toilets available seperately as per gender at this Shop?,Is there running water available in the toilets at this asset?,Is there soap for handwash available next to the sink?,How do you deal with the waste generated from that Shop?,What are the other mechanism used to discard the waste from this Shop?,Are the premises of this Shop cleaned with disinfectant regularly?,How frequently are the premises at this Shop cleaned with disinfectant in a week?,Do you have grid connection for energy supply for this Shop?,How many hours per day are you facing power cuts at this Shop?,What is the alternative energy source available for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,Is there landline connectivity for that Shop?,What is the number with STD Code,Does this Shop have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records for this Shop?,What are other type of book keeping methods used in the Shop?,What are the areas the Shop gets support from government agencies?,Do you get any support from NGO(s) for this Shop?,From what Organization(s) did you get support?,Are you aware of digital technologies that can be used in the Shop?,For what purpose are you using digital tools here at this Shop?,Do you have a POS device in your shop?,Does the POS device function smoothly?,From where the goods are brought to the shop?,What other types of services are provided?,How are the goods transported to the shop?
6081,2019-05-22 08:34:54,Food & Civil Supplies,Shops,nabam banio,Private,In Use,Papumpare,Itanagar,Ganga,27.07303,93.60744,Approved,https://smartvillage.imagetrekk.com/storage/images/0orB40ImZfe2pgRdTwk9WDx1zJ8q89tsc880S0PK.jpeg?asset_id=6081,good,2,Pakka Road,1.5,4G+ Reliable,"[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:0 to 6:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,6,Yes,0,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Other Shop,none,"[""Rental Vehicle""]"
6085,2019-05-22 08:49:43,Food & Civil Supplies,Shops,nabam banio,Private,In Use,Papumpare,Itanagar,Ganga,27.08719,93.59953,Approved,https://smartvillage.imagetrekk.com/storage/images/2ZRkQR7Nh8dFDaGqyUQZfXErbsMFeh2kpjq30gvi.jpeg?asset_id=6085,good,5,Pakka Road,0.6,4G+ Reliable,"[""Vodafone"",""Airtel"",""Jio""]","[""Vodafone"",""Airtel"",""Jio""]","[""Vodafone"",""Airtel"",""Jio""]","[""Vodafone"",""Airtel"",""Jio""]","[""Vodafone"",""Airtel"",""Jio""]","[""Vodafone"",""Airtel"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)",8:0 to 6:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",4,Tap Water from Government,,Yes,No,Yes,Yes,Burnt within the premises,,Yes,5,Yes,1,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,none,"[""Rental Vehicle""]"
6086,2019-05-22 08:55:09,Food & Civil Supplies,Shops,nabam banio,Private,In Use,Papumpare,Itanagar,Ganga,27.0879,93.59976,Approved,https://smartvillage.imagetrekk.com/storage/images/FoDsQpK0AZcDhpUzckuWabv3ZqDWz7vtVlL0dooy.jpeg?asset_id=6086,good,3,Pakka Road,1.5,4G+ Reliable,"[""Vodafone"",""Airtel"",""BSNL"",""Jio"",""Others"",""Idea""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio"",""Others"",""Idea""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio"",""Others"",""Idea""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio"",""Others"",""Idea""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio"",""Others"",""Idea""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio"",""Others"",""Idea""]","Pakka/Permenant(Steel,Concrete,etc.,)",9:0 to 7:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",3,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,6,Yes,0,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,no other services,"[""Rental Vehicle""]"
6088,2019-05-22 09:24:47,Food & Civil Supplies,Shops,nabam banio,Private,In Use,Papumpare,Itanagar,Ganga,27.08774,93.59186,Approved,https://smartvillage.imagetrekk.com/storage/images/5B1dibaYudvgxKieJL0hEYgHyDhaGNCuo35SBH1l.jpeg?asset_id=6088,good,2,Pakka Road,1,4G+ Reliable,"[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)",9:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",5,Tap Water from Government,,Yes,No,Yes,Yes,Burnt within the premises,,Yes,6,Yes,0,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,no other services provided,"[""Private Car""]"
6100,2019-05-22 09:54:03,Food & Civil Supplies,Shops,nabam banio,Private,In Use,Papumpare,Itanagar,Ganga,27.08857,93.5997,Approved,https://smartvillage.imagetrekk.com/storage/images/DPoCIImhxWau7t3mHY5sPmt4UG5CeM4GXpktLWlO.jpeg?asset_id=6100,good,3,Pakka Road,1.5,4G+ Reliable,"[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)",9:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",3,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,7,Yes,1,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,Yes,Never,Whole Seller,no other services provided,"[""Rental Vehicle""]"
6175,2019-05-24 10:12:04,Food & Civil Supplies,Shops,nabam banio,Private,In Use,Papumpare,Itanagar,Jollang,27.07652,93.64617,Approved,https://smartvillage.imagetrekk.com/storage/images/l0xl1ELhqJ2tkeFmFBjIxuymGhMz7d6mCfPJbWsk.jpeg?asset_id=6175,good,1,Pakka Road,0,4G+ Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",8:0 to 6:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",4,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,no other services provided,"[""Rental Vehicle""]"
6228,2019-05-25 05:01:32,Food & Civil Supplies,Shops,toi ete,Private,In Use,West Siang,Aalo,Kugi Pomte,28.25335,93.48408,Approved,https://smartvillage.imagetrekk.com/storage/images/gzz3VrQttcLU4FTDI0RERPjWwkskYdjFzU9Jsy6F.jpeg?asset_id=6228,maintenance need,2,Pakka Road,5,4G+ Reliable,"[""Vodafone""]","[""Vodafone""]","[""Vodafone""]","[""Vodafone""]","[""Vodafone""]","[""Vodafone""]","Kacha/Temporary(Wood,Bamboo,etc.,)",9:0 to 24:0,"[""Tuesday"",""Monday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Support via Subsidies""]",No,,No,,No,,Authorized Distributor,"sugar, Rice","[""Rental Vehicle""]"
6245,2019-05-25 06:59:14,Food & Civil Supplies,Shops,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.5846,93.84368,Approved,https://smartvillage.imagetrekk.com/storage/images/8yHv05at5KFCXZppLE5lB9SpA9pghkWL9C7l1qw2.jpeg?asset_id=6245,shop,1,Pakka Road,2,2G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 21:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Discarded in Open Field,,Yes,3,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,no other services,"[""Rental Vehicle""]"
6425,2019-05-27 12:48:59,Food & Civil Supplies,Shops,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59568,93.84053,Approved,https://smartvillage.imagetrekk.com/storage/images/yJ5nThzJYY7oKjhZtiBcXLV8ejeAoARHYbvfIJXX.jpeg?asset_id=6425,private shop 1,1,Kacha Road,1,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:0 to 19:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,Yes,1,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Other Shop,"like sugars, sweets, and breads any other's provide and etc.","[""Others""]"
6426,2019-05-27 12:49:00,Food & Civil Supplies,Shops,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59667,93.84149,Approved,https://smartvillage.imagetrekk.com/storage/images/16s0OK0ZlI9jlolg5bBJmt78fFRMXRIGMmgO5UYz.jpeg?asset_id=6426,private shop 2,1,Kacha Road,1,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 19:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,Yes,1,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Other Shop,"like a sweets and chips,breads any other provides than etc.","[""Others""]"
6429,2019-05-27 12:49:05,Food & Civil Supplies,Shops,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59693,93.8418,Approved,https://smartvillage.imagetrekk.com/storage/images/rCFbGgV9vEgfh1lIYQckHDMI1zYnKNn0XB4rEoNd.jpeg?asset_id=6429,private shop 3,1,Pakka Road,1,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 19:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,Yes,1,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Other Shop,"like a sweets, chips,breads and any other provides etc.","[""Others""]"
6437,2019-05-27 12:49:21,Food & Civil Supplies,Shops,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59679,93.84142,Approved,https://smartvillage.imagetrekk.com/storage/images/GeagbRKDkNsUL5drTTWZ0OOqSCov5oQKnrhbrmQO.jpeg?asset_id=6437,private shop 4,1,Pakka Road,1,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 6:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,Yes,1,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Other Shop,"like a sweets,Chips,breads and any other provide etc.","[""Others""]"
6605,2019-05-28 04:20:26,Food & Civil Supplies,Shops,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59738,93.84099,Approved,https://smartvillage.imagetrekk.com/storage/images/OUWEkQSsOpDo0b6kJfYHalYov6whRwNtbClv6a3w.jpeg?asset_id=6605,private shop 7,1,Pakka Road,1,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 6:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,Yes,1,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Other Shop,like a sweets Breads and any other provides etc,"[""Others""]"
6606,2019-05-28 04:20:44,Food & Civil Supplies,Shops,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59815,93.84033,Approved,https://smartvillage.imagetrekk.com/storage/images/7lnmX9U28BSD7jfa16LSUAQAUR5TFb5f1eOlkA07.jpeg?asset_id=6606,private shop 8,1,Pakka Road,1,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 19:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,Yes,1,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Other Shop,"like a sweets,cool drink,breads and any other provides etc.","[""Others""]"
6614,2019-05-28 04:21:24,Food & Civil Supplies,Shops,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59701,93.84197,Approved,https://smartvillage.imagetrekk.com/storage/images/Aed5KLDoPrLdprPuAKQmTVc0z51enawA4Aflv82s.jpeg?asset_id=6614,private shop 5,1,Pakka Road,1,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 6:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,Yes,1,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Other Shop,"like a sweets,chips and any other provides etc","[""Others""]"
6621,2019-05-28 06:11:31,Food & Civil Supplies,Shops,ngilyang thaka,Private,In Use,Lower Subansiri,Ziro,Lempiya,27.59651,93.8155,Approved,https://smartvillage.imagetrekk.com/storage/images/stsrhSNUsGriqgQ9k0TzDoGnOgSSsVn47l0UalIe.jpeg?asset_id=6621,shop 1,10,Pakka Road,2,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",21:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Saturday"",""Friday""]",1,Tap Water from Government,,No,,,,None,,Yes,7,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,[],No,,Whole Seller,grocery,"[""Rental Vehicle""]"
6754,2019-05-29 06:13:08,Food & Civil Supplies,Shops,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.5837,93.84118,Approved,https://smartvillage.imagetrekk.com/storage/images/00JFhClOFhylVIYwf6EkqBMZXNiZ8Ah5tUIzvKSe.jpeg?asset_id=6754,shop,1,Kacha Road,2,2G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 21:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Bottled Water,20,No,,,,Discarded in Open Field,,Yes,4,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,no other services,"[""Rental Vehicle""]"
6760,2019-05-29 06:13:18,Food & Civil Supplies,Shops,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58331,93.84154,Approved,https://smartvillage.imagetrekk.com/storage/images/xHdBmuhFWNQPB12Ui8Cgu9r4TViX8Hl3tj5Obhsc.jpeg?asset_id=6760,shop,1,Pakka Road,2,2G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 21:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Discarded in Open Field,,Yes,6,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,no other services,"[""Rental Vehicle""]"
6844,2019-05-30 03:58:30,Food & Civil Supplies,Shops,kago yubbey,Private,Repairable,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55762,93.84825,Approved,https://smartvillage.imagetrekk.com/storage/images/ztv9zETc88apqyPrvxIqT2wx8y0DpqFzhy6FmTKh.jpeg?asset_id=6844,under construction,2,Pakka Road,4,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)",0:0 to 24:0,"[""Monday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,not in use,"[""Private Car""]"
6851,2019-05-31 04:35:09,Food & Civil Supplies,Shops,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59712,93.84101,Approved,https://smartvillage.imagetrekk.com/storage/images/oe8R2x37xExGZ2Sq6dKo5ow03949rszrCNMCQpWI.jpeg?asset_id=6851,private shop 6,1,Pakka Road,1,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:0 to 6:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,Yes,1,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Other Shop,"like a sweets,Breads and any other provides etc.","[""Others""]"
7008,2019-06-05 12:44:44,Food & Civil Supplies,Shops,nabam tadap,Private,In Use,Papumpare,Doimukh,Soppo,27.21466,93.80002,Approved,https://smartvillage.imagetrekk.com/storage/images/E5Sxk6oKGlxCfX1Bce8d8t45veBwgPcYN5qyzvz0.jpeg?asset_id=7008,good condition,6,Pakka Road,1,2G Unreliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:0 to 20:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,Yes,No,Yes,Yes,Burnt within the premises,,Yes,7,Yes,5,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,none,"[""Private Car""]"
7009,2019-06-05 12:48:57,Food & Civil Supplies,Shops,nabam tadap,Private,Repairable,Papumpare,Doimukh,Soppo,27.21395,93.80075,Approved,https://smartvillage.imagetrekk.com/storage/images/9hXMHOqqLuMWUeUx7TsxTocnkgg9OC3uX904LiMb.jpeg?asset_id=7009,Need repair,5,Pakka Road,1,2G Unreliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 19:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,None,,No,,Yes,5,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,none,"[""Bike""]"
7012,2019-06-05 12:55:49,Food & Civil Supplies,Shops,nabam tadap,Private,In Use,Papumpare,Doimukh,Soppo,27.21426,93.80093,Approved,https://smartvillage.imagetrekk.com/storage/images/5KiaBytAi6no4t73LDKug0VwG1ec7bfnUw5vJAnE.jpeg?asset_id=7012,good condition,5,Footway,1,2G Unreliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,Discarded in Open Field,,No,,Yes,5,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,none,"[""Bike""]"
7013,2019-06-05 12:58:34,Food & Civil Supplies,Shops,nabam tadap,Private,Not in Use,Papumpare,Doimukh,Soppo,27.21404,93.80114,Approved,https://smartvillage.imagetrekk.com/storage/images/yZDjyL1T6lhQnBvhwrUfCXuaBWqgBcS2sJiLliDZ.jpeg?asset_id=7013,not working,5,Footway,1,2G Unreliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:19 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,none,"[""Bike""]"
7045,2019-06-06 01:28:25,Food & Civil Supplies,Shops,ngilyang thaka,Private,In Use,Lower Subansiri,Ziro,Lempiya,27.5746,93.88142,Approved,https://smartvillage.imagetrekk.com/storage/images/KGqyuGslCnMVgPKZZ4iSOayWywsNiq4foOPHlvKT.jpeg?asset_id=7045,private shop (ngilyang nabin) at lempia,8,Pakka Road,2,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:0 to 20:0,"[""Monday"",""Tuesday"",""Thusday"",""Friday"",""Saturday"",""Wednesday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,5,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,sell goods,"[""Others""]"
