id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,What is the type of the road available to the asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,Does this electricity pole also have telephone lines ?,What is the electricity pole made of ?,What is the frequency of maintenance or safety audit ?,Are the wires insulated ?
2425,2019-03-14 10:19:04,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87677,95.32332,Approved,https://smartvillage.imagetrekk.com/storage/images/Ln8BZNaePczFymzVtLrATYVHSAontQ5tKy0utRgK.jpeg?asset_id=2425,Electricity Pole -201,Pakka Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2426,2019-03-14 10:21:06,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87659,95.32363,Approved,https://smartvillage.imagetrekk.com/storage/images/F61z3RxrP1qtZRR8wDfgjNcQDY6VxSO0VKmImkmB.jpeg?asset_id=2426,Electricity Pole - 202,Pakka Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2427,2019-03-14 10:25:05,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87623,95.3241,Approved,https://smartvillage.imagetrekk.com/storage/images/oxgE2ZqGiohNhjdkuONIxW83YdPpw9WdOp9Po2FH.jpeg?asset_id=2427,Electricity Pole -203,Pakka Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2428,2019-03-14 10:26:41,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87589,95.32422,Approved,https://smartvillage.imagetrekk.com/storage/images/ih6O4HTLCWstdgMpjlzzPHR5emj7SGQcRBDG8Ds9.jpeg?asset_id=2428,Rlectricity Pole -204,Pakka Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2429,2019-03-14 10:30:36,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87556,95.32491,Approved,https://smartvillage.imagetrekk.com/storage/images/qHwOgopSFdSMEBZlqxBPkbkDSUO6NGKdF9depuCs.jpeg?asset_id=2429,Electricity Pole -205,Pakka Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2430,2019-03-14 10:32:29,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87505,95.32577,Approved,https://smartvillage.imagetrekk.com/storage/images/CZ64WQh2lzUPk225zcZEFfBRCTuBepBGU4gkHGje.jpeg?asset_id=2430,Electricitu Pole -206,Pakka Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2431,2019-03-14 10:48:14,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87599,95.32523,Approved,https://smartvillage.imagetrekk.com/storage/images/rJolp0pNdpfZTkqtnF1ffw9TLw9jDpsTbPIUyUuZ.jpeg?asset_id=2431,Electri ity Pole -207,Pakka Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2432,2019-03-14 10:50:01,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87616,95.32509,Approved,https://smartvillage.imagetrekk.com/storage/images/7nYAxxubEQqhYeFR2RiU68Ey8rogOebbrVCCHH59.jpeg?asset_id=2432,Electricity Pole -208,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2433,2019-03-14 10:52:01,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87603,95.32547,Approved,https://smartvillage.imagetrekk.com/storage/images/xRIE0fAUHVYko1rWoRHOxDSUQRGZjCjQ2vjbOBZ2.jpeg?asset_id=2433,Electricity Pole -209,Pakka Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2435,2019-03-14 10:53:56,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87627,95.32549,Approved,https://smartvillage.imagetrekk.com/storage/images/Sv6lfuQOMXtjdEBqjLL38R7xC0NSOCovdnLHWlDp.jpeg?asset_id=2435,Electricity Pole -210,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2436,2019-03-14 10:55:03,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.8761,95.32573,Approved,https://smartvillage.imagetrekk.com/storage/images/YBETqUH5m2G1oCSfzdPNLZQU7Tei7JRRl7yPGh02.jpeg?asset_id=2436,Electricity Pole -211,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2437,2019-03-14 10:56:16,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87629,95.32604,Approved,https://smartvillage.imagetrekk.com/storage/images/6OejlJDJ0nqDlbVnILMlumY60rNIeq2ynwkH7NAp.jpeg?asset_id=2437,Electricity Pole -212,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2438,2019-03-14 10:57:52,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87616,95.3257,Approved,https://smartvillage.imagetrekk.com/storage/images/Q7ue3UH3M9xhuBVvspFgbgVz7erUFRRoyoyTZQJS.jpeg?asset_id=2438,Electricity Pole -213,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2439,2019-03-14 10:59:21,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87683,95.326,Approved,https://smartvillage.imagetrekk.com/storage/images/f7jRbvQbrIrvBVu5hRR6NOWvUcrD9tyPQFLRaq5j.jpeg?asset_id=2439,Electricity Pole -214,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2440,2019-03-14 11:00:29,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87657,95.32551,Approved,https://smartvillage.imagetrekk.com/storage/images/IQuzWsHhbdM5pS4WUapclGJQNKxuyYNkzCL820vf.jpeg?asset_id=2440,Electricity Pole -215,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2441,2019-03-14 11:03:01,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87653,95.32524,Approved,https://smartvillage.imagetrekk.com/storage/images/v6y67Pmazf9ljuOOo5Em8W3jqQm20EFKDSWnoEpF.jpeg?asset_id=2441,Electricity Pole -216,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2442,2019-03-14 11:04:17,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87672,95.32562,Approved,https://smartvillage.imagetrekk.com/storage/images/5ZXMc7zPMnFrsM2J4o22LiUbT9DgYeRM9FZTx1ck.jpeg?asset_id=2442,Electricity Pole -217,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2443,2019-03-14 11:06:00,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87731,95.32543,Approved,https://smartvillage.imagetrekk.com/storage/images/Ckbn8eGidmMcnLxVkLhVv49qgUlj7YGu5JpN2FKe.jpeg?asset_id=2443,Electricity Pole -218,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2444,2019-03-14 11:07:14,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87765,95.32584,Approved,https://smartvillage.imagetrekk.com/storage/images/6NrzmWqvGf7IyLTQK7NFOyHyTFRXGg8alWKpxdZy.jpeg?asset_id=2444,Electricity Pole -219,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2445,2019-03-14 11:09:03,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87792,95.32591,Approved,https://smartvillage.imagetrekk.com/storage/images/aVcEeOcRzJ1ZUqqD6ik5enLU2E3nL33qUyU5k0aa.jpeg?asset_id=2445,Electricity Pole -220,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2446,2019-03-14 11:10:16,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87816,95.32613,Approved,https://smartvillage.imagetrekk.com/storage/images/QeYrgecDZdsMO0r6Qj6RN1GoVUIP3FlFZF5yjcJ6.jpeg?asset_id=2446,Electricity Pole-221,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2447,2019-03-14 11:11:37,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87861,95.32623,Approved,https://smartvillage.imagetrekk.com/storage/images/vtUmED2nDIKCDQYABnqvh4731cFNHFO6ZQf94tjg.jpeg?asset_id=2447,Electricity Pole -222,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]",No,"[""Steel""]",Monthly,Yes
2448,2019-03-14 11:13:08,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87898,95.32643,Approved,https://smartvillage.imagetrekk.com/storage/images/lvdrGYl53mtAi3e2XF92SxDhdEvuqTwnZlVTqo1J.jpeg?asset_id=2448,Electricity Pole -223,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2449,2019-03-14 11:19:39,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87624,95.3254,Approved,https://smartvillage.imagetrekk.com/storage/images/5iMqlrqmcpuayPfDnFHTQ757OU5u0IPvX9X4JvfV.jpeg?asset_id=2449,Electricity Pole-224,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2450,2019-03-14 11:21:15,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87546,95.32548,Approved,https://smartvillage.imagetrekk.com/storage/images/a6SsH1SX4dawxnaFsHd6FyEutbkE65WdwyvSJedm.jpeg?asset_id=2450,Electricity Pole -225,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2465,2019-03-15 01:49:10,Energy & ICT,Electricity Pole,tajum dagium,Government,In Use,Tawang,Kitpi,Kitpi,27.57294,91.9019,Approved,https://smartvillage.imagetrekk.com/storage/images/OxUTt90yF1zaYcRVJdRkgy1Ti1pHVrReG5WdnbNc.jpeg?asset_id=2465,school campus,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Others,Yes
2467,2019-03-15 02:06:58,Energy & ICT,Electricity Pole,tajum dagium,Government,In Use,Tawang,Kitpi,Kitpi,27.57271,91.90213,Approved,https://smartvillage.imagetrekk.com/storage/images/DAmRVSZDu0ZKry3G4Rj5SDdBCMDFrHiEoSe9TjSr.jpeg?asset_id=2467,school campus,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Others,No
2468,2019-03-15 02:12:50,Energy & ICT,Electricity Pole,tajum dagium,Government,In Use,Tawang,Kitpi,Kitpi,27.57261,91.90253,Approved,https://smartvillage.imagetrekk.com/storage/images/P5WSLeDj28wOIbhsLhHZIE9iLUFFzVe3ncpyMctJ.jpeg?asset_id=2468,village road,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Others,No
2470,2019-03-15 06:17:03,Energy & ICT,Electricity Pole,tajum dagium,Government,Not in Use,Tawang,Kitpi,Kitpi,27.57279,91.90128,Approved,https://smartvillage.imagetrekk.com/storage/images/N1AhY2VRQfUMVWnNRIhqKdDDneMNbSFvzEFJJbEp.jpeg?asset_id=2470,Village Road,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Others,No
2471,2019-03-15 06:41:19,Energy & ICT,Electricity Pole,tajum dagium,Government,In Use,Tawang,Kitpi,Kitpi,27.57348,91.89766,Approved,https://smartvillage.imagetrekk.com/storage/images/9fdVAQVJacjaTjf9PiHE3r3lEoZObRXXYB0AxYhT.jpeg?asset_id=2471,village,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Others,No
2473,2019-03-15 06:49:30,Energy & ICT,Electricity Pole,tajum dagium,Government,In Use,Tawang,Kitpi,Kitpi,27.57317,91.89772,Approved,https://smartvillage.imagetrekk.com/storage/images/lF8NEQ1mJmdJ4xEWqPlbLUACTtuXGdnQ0RuLb3N5.jpeg?asset_id=2473,village,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Others,No
2474,2019-03-15 07:20:25,Energy & ICT,Electricity Pole,tajum dagium,Government,In Use,Tawang,Kitpi,Kitpi,27.57349,91.90359,Approved,https://smartvillage.imagetrekk.com/storage/images/2K8vmOm6H0qlNlkLcAcxBKQAvp6YY3fbvhJp8yD9.jpeg?asset_id=2474,PHC Campus,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Others,No
2476,2019-03-15 07:21:05,Energy & ICT,Electricity Pole,tajum dagium,Government,In Use,Tawang,Kitpi,Kitpi,27.57321,91.89775,Rejected,https://smartvillage.imagetrekk.com/storage/images/JgRKq4AwrYA5IIqU59WZ1FFnhoXpNzhotUYefUYd.jpeg?asset_id=2476,village,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Others,No
2477,2019-03-15 12:17:20,Energy & ICT,Electricity Pole,tajum dagium,Government,In Use,Tawang,Kitpi,Kitpi,27.57376,91.90054,Approved,https://smartvillage.imagetrekk.com/storage/images/FKniKtzaKRDmuQdqYT2XoWzZJkoX8O3IutFycLsE.jpeg?asset_id=2477,electricity pol,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Others,No
2478,2019-03-15 12:17:44,Energy & ICT,Electricity Pole,tajum dagium,Government,In Use,Tawang,Kitpi,Kitpi,27.57264,91.90047,Approved,https://smartvillage.imagetrekk.com/storage/images/1hdCFy4SU9ekJrWlRjn03gFa6CdDnqM4Bf3lwZiV.jpeg?asset_id=2478,electricity pole,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Others,No
2479,2019-03-15 13:07:35,Energy & ICT,Electricity Pole,tajum dagium,Government,In Use,Tawang,Kitpi,Kitpi,27.57433,91.90063,Approved,https://smartvillage.imagetrekk.com/storage/images/twkkynGd7xYq0D2kfmFJ4Z91CezkTG5GejZDVS7B.jpeg?asset_id=2479,electricity pole,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Others,No
2480,2019-03-15 13:11:56,Energy & ICT,Electricity Pole,tajum dagium,Government,In Use,Tawang,Kitpi,Kitpi,27.57309,91.90044,Approved,https://smartvillage.imagetrekk.com/storage/images/zvavCj8Yavuwz0uf7DWcVKBpKBxeryxphOL4H4kF.jpeg?asset_id=2480,electricity pole,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Others,No
2481,2019-03-15 13:12:37,Energy & ICT,Electricity Pole,tajum dagium,Government,In Use,Tawang,Kitpi,Kitpi,27.57244,91.90035,Approved,https://smartvillage.imagetrekk.com/storage/images/lkFesd8fBIm3dn7gwuMK6kzDHNtobKUREGp6mXp7.jpeg?asset_id=2481,electricity pole,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Others,No
