id	created at (UTC)	category	sub-category	user	type	status	district	circle	village	latitude	longitude	confirmation	Image link	remarks	How many times did you go there until it was open?	What is the type of the road available to the asset?	How much distance should one travel to avail public transport facility? (in K.M)	What is the type of the mobile network available at the asset?	What are different Mobile network service providers available at the location of this asset?	What are different Mobile network service providers available at the location of this asset?	What are different Mobile network service providers available at the location of this asset?	What are different Mobile network service providers available at the location of this asset?	What are different Mobile network service providers available at the location of this asset?	What are different Mobile network service providers available at the location of this asset?	What is the type of structure of this asset?	What is the type of security available for the asset?	What are the working hours of the facility?(Ex: 9.00A.M-5:00P.M)	What are the working days of the facility?	How many teachers are employed in the facility?	How many support staff are employed in the facility?	Where do you get drinking water from?	How much do you pay per litre of bottled water? (In Rupees)	Are there toilets available for public usage?	Are there toilets available separately as per gender?	Is there running water available in the toilets at this asset?	Is there soap for handwash available at this asset?	How do you deal with the waste generated from the facility?	What are the other mechanism used to discard the waste?	Are the premises cleaned with disinfectant regularly?	How frequently are the premises cleaned with disinfectant in a week?	Do you have grid connection for energy supply?	How many hours per day are you facing power cuts?	What is the alternative energy source available in the facility?	How many hours do you rely on the alternative energy source in a day?	How many hours do you rely on the alternative energy source in a day?	How many hours do you rely on the alternative energy source in a day?	How many hours do you rely on the alternative energy source in a day?	How many hours do you rely on the alternative energy source in a day?	How many hours do you rely on the alternative energy source in a day?	Do you have landline connectivity	What is the number with STD Code	Do you have wired internet connection?	How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS)	How do you maintain records for operations?	What are the other modes of record keeping?	What are the areas you get support from government agencies for the facility?	What are the areas you get support from government agencies for your students?	Where do you gets textbooks for the children?	What is the total campus area?	Where do you get the curriculum for classes and educational programs?	Are you using digital tools for teaching?	For what purpose are you using these?	Are there checkups or medical facilities available?	What is the frequency of these checkups?	Are there any meals served?	Is the nutritional value monitored?	Is there presence of any recreational/playing material for the kids?	What kind of residential facilities are available?	How many classrooms are there in the institute ?	How many people are enrolled or are students at this asset?	Apart from academics what are the co-curricular activities available for students ?	What is the percentage of drop-outs?	What is the reason for dropouts?	What is the reason for dropouts?	What is the reason for dropouts?	What is the reason for dropouts?	Are there any disaster management courses or drills practice at the institute?	To how many women is this institution providing services?	How many buses go to this asset?	Do the centers get timely supplies of the government goods?	What is the source of the supplies?	For what all materials the government is providing fund ?
6788	2019-05-29 06:13:43	Education	Anganwadi Building	nending tasser	Government	In Use	Lower Subansiri	Ziro	Hari	27.58365	93.84129	Approved	https://smartvillage.imagetrekk.com/storage/images/CgGwUPpdpLBuleYtML6EAivCuvVYO57fkjEutA6i.jpeg?asset_id=6788	hari-I	1	Kacha Road	2	2G Unreliable	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	Pakka/Permanent(Steel,Concrete,etc.)	"[""None ""]"	9:0 to 12:0	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Bottled Water	20	Yes	No	No	No	Discarded in Open Field Burnt within the premises		Yes	6	No		None							No		No		Traditional Book		"[""Others ""]"	"[""Others ""]"	Government Agency	15	Government Agency	No		Yes	Not fixed	Yes	No	Yes	Off-site Residential Areas	1	9	"[""Others ""]"	0-10%	"[""Others""]"	"[""Others""]"	"[""Others""]"	"[""Others""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"",""Books "","" Uniform ""]"
6899	2019-06-01 04:17:21	Education	Anganwadi Building	padi tara	Community	In Use	Lower Subansiri	Ziro	Reru	27.59653	93.84604	Approved	https://smartvillage.imagetrekk.com/storage/images/kjHJcK0VxLiLWAadCzdsgm9rlwQc1VV3kkDVmece.jpeg?asset_id=6899	pangin Anganwadi centre,reru	1	Pakka Road	1	2G Reliable	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	8:0 to 3:0	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday "",""Sunday ""]"	2	2	Ground Water		No				Discarded in Open Field Burnt within the premises		Yes	More than 7 times a week	No		None							No		No		Traditional Book		"[""Technical Support""]"	"[""Financial Support ""]"	Local Supplier	20.1	Local Supplier	No		No		No	No	No	None	1	15	"[""Others ""]"	0-10%	"[""Others""]"	"[""Others""]"	"[""Others""]"	"[""Others""]"	Yes	0-5	0	No	[]	"[""Food""]"
7046	2019-06-06 01:28:26	Education	Anganwadi Building	ngilyang thaka	Government	In Use	Lower Subansiri	Ziro	Lempiya	27.56973	93.87318	Approved	https://smartvillage.imagetrekk.com/storage/images/CV7sAnE0QUTiwVzU7caFK1k9HDZGZki7AtVE2cih.jpeg?asset_id=7046	anganwadi centre lempia	2	Kacha Road	2	2G Reliable	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	10:0 to 2:0	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Saturday "",""Friday ""]"	1	1	Tap Water from Government		No				Discarded in Open Field Burnt within the premises		Yes	4	No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	100	Self-created Others	No		No		No		No	Dormitories	2	8	"[""Others ""]"	0-10%	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food""]"
7051	2019-06-06 03:03:28	Education	Anganwadi Building	ngilyang thaka	Government	In Use	Lower Subansiri	Ziro	Lempiya	27.5892	93.86494	Approved	https://smartvillage.imagetrekk.com/storage/images/yz8uZF2FN0tVz7FR0oLToiujCQ4ooTtkAKjBy7VI.jpeg?asset_id=7051	anganwadi centre 1 at langkhing	2	Kacha Road	2	2G Reliable	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	9:0 to 2:0	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Tap Water from Government		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	100	Self-created Others	No		No		No		No	Off-site Residential Areas	1	8	"[""Others ""]"	0-10%	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	No	0-5	0	No		"[""Books ""]"
7055	2019-06-06 05:10:03	Education	Anganwadi Building	ngilyang thaka	Government	In Use	Lower Subansiri	Ziro	Lempiya	27.62085	93.85395	Pending	https://smartvillage.imagetrekk.com/storage/images/WPwFj7PWFEHsG0UEbTeHl1IMYHd1rQCdDtCBOkKd.jpeg?asset_id=7055	Lempia Akang west, anganwadi centre (Lempia)	2	Footway	3	2G Reliable	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""Compound Wall\/Fencing ""]"	9:0 to 13:0	"[""Monday "",""Tuesday "",""Thursday "",""Wednesday "",""Friday "",""Saturday ""]"	1	1	Tap Water from Government		No				None		No		No		None							No		No		Traditional Book		"[""Financial Support "",""Transport Support""]"	"[""Financial Support "",""Transportation Support ""]"	Government Agency	20	Self-created Others	No		No		No		No	Off-site Residential Areas	1	8	"[""Others ""]"	0-10%	"[""Health issues "",""Parallel Studies "",""Lack of Awareness ""]"	"[""Health issues "",""Parallel Studies "",""Lack of Awareness ""]"	"[""Health issues "",""Parallel Studies "",""Lack of Awareness ""]"	"[""Health issues "",""Parallel Studies "",""Lack of Awareness ""]"	No	0-5	0	Yes	"[""Government "",""Others ""]"	"[""Food""]"
7056	2019-06-06 05:10:33	Education	Anganwadi Building	ngilyang thaka	Government	In Use	Lower Subansiri	Ziro	Tajang	27.57703	93.86768	Approved	https://smartvillage.imagetrekk.com/storage/images/JTIFOiBsDtwvFwImWmqCNIV7suvblOlmG8hk224p.jpeg?asset_id=7056	anganwadi centre Tajang (Nami) of Tajang village	3	Kacha Road	2	2G Reliable	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	9:0 to 1:0	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Tap Water from Government		No				Discarded in Water Bodies		Yes	1	No		None							No		No		Traditional Book		"[""Financial Support "",""Technical Support""]"	"[""Financial Support "",""Technical Support "",""Others ""]"	Government Agency	24	Self-created Others	No		No		No		No	Off-site Residential Areas	1	12	"[""Others ""]"	0-10%	"[""Parallel Studies "",""Lack of Awareness "",""Health issues ""]"	"[""Parallel Studies "",""Lack of Awareness "",""Health issues ""]"	"[""Parallel Studies "",""Lack of Awareness "",""Health issues ""]"	"[""Parallel Studies "",""Lack of Awareness "",""Health issues ""]"	No	0-5	0	Yes	"["" Communities""]"	"[""Food""]"
7059	2019-06-06 05:10:38	Education	Anganwadi Building	ngilyang thaka	Government	In Use	Lower Subansiri	Old Ziro	Tajang	27.56729	93.86494	Approved	https://smartvillage.imagetrekk.com/storage/images/8gTHtqekh2gsb39ehQi2rZcXdABvrZPOLrwiA6ah.jpeg?asset_id=7059	anganwadi centre, Tajang village	2	Kacha Road	2	2G Reliable	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	21:0 to 1:0	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Tap Water from Government		No				Discarded in Water Bodies		Yes	1	No		None							No		No		Traditional Book		"[""Financial Support "",""Others "",""Technical Support""]"	"[""Financial Support "",""Technical Support "",""Others ""]"	Government Agency	18	Self-created Others	No		No		No		No	Off-site Residential Areas	1	12	"[""Others ""]"	0-10%	"[""Lack of Awareness "",""Parallel Studies ""]"	"[""Lack of Awareness "",""Parallel Studies ""]"	"[""Lack of Awareness "",""Parallel Studies ""]"	"[""Lack of Awareness "",""Parallel Studies ""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food""]"
7068	2019-06-06 06:00:52	Education	Anganwadi Building	ngilyang thaka	Government	Not in Use	Lower Subansiri	Ziro	Lempiya	27.57703	93.82099	Approved	https://smartvillage.imagetrekk.com/storage/images/kGdlGv6VDMnc3zvQ2DJPkIwDEfhwLKrJyg4CbwBv.jpeg?asset_id=7068	pui anganwadi centre, lempia	3	Footway	3	2G Reliable	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""Compound Wall\/Fencing ""]"	9:0 to 1:0	"[""Monday "",""Tuesday "",""Wednesday "",""Friday "",""Saturday ""]"	1	1	Tap Water from Government		No				Discarded in Open Field Burnt within the premises		No	1	No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	21	Self-created Others	No		No		No		No	Off-site Residential Areas	1	8	"[""Others ""]"	0-10%	"[""Health issues "",""Parallel Studies "",""Lack of Awareness "",""Accessibility ""]"	"[""Health issues "",""Parallel Studies "",""Lack of Awareness "",""Accessibility ""]"	"[""Health issues "",""Parallel Studies "",""Lack of Awareness "",""Accessibility ""]"	"[""Health issues "",""Parallel Studies "",""Lack of Awareness "",""Accessibility ""]"	No	0-5	0	No		"[""Food""]"
7104	2019-06-06 13:58:52	Education	Anganwadi Building	tabey	Government	Repairable	Shi-Yomi	Monigong	Karle	28.73581	94.30513	Pending	https://smartvillage.imagetrekk.com/storage/images/CE3e4V4850hfmvD6HAqkuUNIn5PhY5CwLD5jRTgY.jpeg?asset_id=7104	anganwadi Center lower karle	10	Pakka Road	0.1	2G Unreliable	"[""BSNL""]"	"[""BSNL""]"	"[""BSNL""]"	"[""BSNL""]"	"[""BSNL""]"	"[""BSNL""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	9:0 to 12:0	"[""Sunday "",""Friday ""]"	0	2	Spring Water		No				None		No		No		None							No		No		Traditional Book		"[""None ""]"	"[""None""]"	Government Agency	10	Self-created Others	No		No		Yes	No	No	None	1	55	"[""Others ""]"	0-10%	"[""Lack of Awareness "",""Accessibility ""]"	"[""Lack of Awareness "",""Accessibility ""]"	"[""Lack of Awareness "",""Accessibility ""]"	"[""Lack of Awareness "",""Accessibility ""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"",""Books ""]"
7225	2019-06-08 23:25:50	Education	Anganwadi Building	kago yubbey	Community	In Use	Lower Subansiri	Ziro (Sadar)	Hong Niitii	27.55747	93.84982	Approved	https://smartvillage.imagetrekk.com/storage/images/yQ03cnQGDLAQ3jzmxubVmNvdmTFuRSif7ob6QVCI.jpeg?asset_id=7225	anganwadi	1	Pakka Road	4	3G Reliable	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	Pakka/Permanent(Steel,Concrete,etc.)	"[""None ""]"	8:45 to 0:0	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday ""]"	2	2	Tap Water from Government		Yes	No	Yes	Yes	Discarded in Open Field Burnt within the premises		No		Yes	1	None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Technical Support ""]"	Government Agency	1400	Self-created Others	No		Yes	Atleast once in three month	Yes	Yes	No	Off-site Residential Areas	2	7	"[""Others ""]"	0-10%	"[""Others""]"	"[""Others""]"	"[""Others""]"	"[""Others""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"","" Uniform "",""Books ""]"
7278	2019-06-09 12:35:31	Education	Anganwadi Building	tilling saha	Government	In Use	Lower Subansiri	Ziro	Bamin	27.56936	93.82933	Approved	https://smartvillage.imagetrekk.com/storage/images/4SxXIKLKcZUEQ4D6Aynrv7MrI00uiqnA9vJEW8pR.jpeg?asset_id=7278	aganwadi bamin village	1	Pakka Road	0.5	3G Reliable	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	8:0 to 12:0	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	2	1	Tap Water from Government		No				Discarded in Open Field Burnt within the premises		Yes	More than 7 times a week	No		None							No		No		Traditional Book		"[""Financial Support "",""Others ""]"	"[""Others ""]"	Government Agency	300	Government Agency	No		No		Yes	Yes	Yes	Off-site Residential Areas	2	25	"[""Sports"","" Dance "",""Art "",""Others ""]"	0-10%	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"","" Uniform "",""Books ""]"
751	2019-02-09 07:37:35	Education	Anganwadi Building	phassang kamak	Government	In Use	Papumpare	Banderdewa	Karsingsa Complex	27.11814	93.78155	Approved	https://smartvillage.imagetrekk.com/storage/images/nleG9XVjKTahu372ZuVIBAsZEKc3fmhrrXZSbq5s.jpeg?asset_id=751	-	1	Kacha Road	1	2G Reliable	"[""Airtel""]"	"[""Airtel""]"	"[""Airtel""]"	"[""Airtel""]"	"[""Airtel""]"	"[""Airtel""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	7:0am to 10:0am	"[""Monday "",""Saturday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday ""]"	2	2	Tap Water from Government		No				Discarded in Govt. designated sites		Yes	4	No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	50	Government Agency	No		Yes	Atleast once a month	Yes	Yes	Yes	None	1	26	"["" Dance "",""Sports""]"	0-10%	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Books "",""Food""]"
752	2019-02-09 07:37:40	Education	Anganwadi Building	phassang kamak	Government	In Use	Papumpare	Banderdewa	Karsingsa Complex	27.11814	93.78155	Rejected	https://smartvillage.imagetrekk.com/storage/images/Q5Gm9ouDjV6zLE9dHmYzt3uLiVttHNoTqZwnMvsG.jpeg?asset_id=752	-	1	Kacha Road	1	2G Reliable	"[""Airtel""]"	"[""Airtel""]"	"[""Airtel""]"	"[""Airtel""]"	"[""Airtel""]"	"[""Airtel""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	7:0am to 10:0am	"[""Monday "",""Saturday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday ""]"	2	2	Tap Water from Government		No				Discarded in Govt. designated sites		Yes	4	No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	50	Government Agency	No		Yes	Atleast once a month	Yes	Yes	Yes	None	1	26	"["" Dance "",""Sports""]"	0-10%	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Books "",""Food""]"
776	2019-02-11 07:39:58	Education	Anganwadi Building	hanhap taiju	Government	In Use	Changlang	Changlang	Changlang (CT)	27.13414	95.74437	Pending	https://smartvillage.imagetrekk.com/storage/images/qwPLuLQIHSWlf6XWLKmPTWTpeQcpoZaXOhGJD7L5.jpeg?asset_id=776	Village Name is New Changlang	1	Pakka Road with Block Point	2	4G+ Reliable	"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]"	"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]"	"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]"	"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]"	"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]"	"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]"	Pakka/Permanent(Steel,Concrete,etc.)	"[""None ""]"	9:0AM to 11:0AM	"[""Friday "",""Thursday "",""Wednesday "",""Tuesday "",""Monday "",""Saturday ""]"	1	0	Tap Water from Government		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support "",""Technical Support ""]"	Government Agency	10	Government Agency	No		Yes	Not fixed	Yes	Yes	Yes	None	1	17	"[""Sports""]"	0-10%	"[""Others""]"	"[""Others""]"	"[""Others""]"	"[""Others""]"	No	0-5	0	No		"[""Food"",""Books ""]"
857	2019-02-13 04:07:34	Education	Anganwadi Building	bini yabi	Government	In Use	East Siang	Oyan	Sille Village	27.89471	95.3054	Approved	https://smartvillage.imagetrekk.com/storage/images/wADhmZNur1ZOhGrwgwwAJMFSpGhdV0HsbSKIDwXV.jpeg?asset_id=857	done	1	Kacha Road	50	4G+ Reliable	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	6.00a.m-8.00a.m	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	2	Tap Water from Government		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	500	Government Agency	No		Yes	Not fixed	Yes	Yes	Yes	None	1	19	"["" Dance "",""Art ""]"	0-10%	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	No	0-5	0	No		"[""Books "",""Food""]"
858	2019-02-13 04:52:54	Education	Anganwadi Building	karik tamuk	Government	In Use	East Siang	Oyan	Sika Bamin	27.91804	95.34563	Pending	https://smartvillage.imagetrekk.com/storage/images/Kc6LQYAgVPppU6Kj4duYBWQprtaxJBsLJC7HSD1L.jpeg?asset_id=858	sika bamin-III anganwadi center,sika bamin village	7	Kacha Road	5	4G+ Reliable	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	9.00A.M-2.00A.M	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Ground Water		No				None		No		No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	54	Government Agency	No		Yes	Once a year	No		No	None	1	27	"[""Others ""]"	10-20%	"[""Parallel Studies ""]"	"[""Parallel Studies ""]"	"[""Parallel Studies ""]"	"[""Parallel Studies ""]"	No	6-10	0	No		"[""Books "",""Food""]"
859	2019-02-13 04:58:05	Education	Anganwadi Building	bini yabi	Government	In Use	East Siang	Oyan	Sille Village	27.90036	95.30257	Approved	https://smartvillage.imagetrekk.com/storage/images/uzkkp2gF1lSAInhYsnSF0wallC42bnsOdWDa0WPZ.jpeg?asset_id=859	dbne	1	Kacha Road	0	4G+ Reliable	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""Others""]"	7:0-11:0.a.m	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	2	Tap Water from Government		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Others ""]"	Government Agency	12	Government Agency	No		Yes	Not fixed	Yes	Yes	Yes	None	1	20	"["" Dance "",""Art "",""Sports""]"	0-10%	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	No	0-5	0	No		"[""Books "",""Food""]"
860	2019-02-13 05:12:44	Education	Anganwadi Building	karik tamuk	Government	In Use	East Siang	Oyan	Sika Bamin	27.91284	95.34537	Pending	https://smartvillage.imagetrekk.com/storage/images/TQfh4M66t94R0KTgMmKkNHVcn6GcqHjUzwrFVcMJ.jpeg?asset_id=860	sika bamin-III anganwadi center, village sika bamin	5	Pakka Road	5	4G+ Reliable	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	9.00A.M-2.00A.M	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Ground Water		No				None		No		No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	54	Government Agency	No		Yes	Once a year	Yes	No	No	None	1	17	"[""Others ""]"	10-20%	"[""Parallel Studies ""]"	"[""Parallel Studies ""]"	"[""Parallel Studies ""]"	"[""Parallel Studies ""]"	No	6-10	0	No		"[""Food"",""Books ""]"
861	2019-02-13 05:13:06	Education	Anganwadi Building	karik tamuk	Government	In Use	East Siang	Oyan	Sika Bamin	27.91282	95.3454	Pending	https://smartvillage.imagetrekk.com/storage/images/AFHHoCwIqDff9SqWds1y2m6IcRYAzrmJSaKTlf5v.jpeg?asset_id=861	sika bamin-I anganwadi center, village sika bamin	5	Pakka Road	5	4G+ Reliable	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	9.00A.M-2.00A.M	"[""Monday "",""Wednesday "",""Tuesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Ground Water		No				None		No		No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	54	Government Agency	No		Yes	Once a year	Yes	No	No	None	1	17	"[""Others ""]"	0-10%	"[""Parallel Studies ""]"	"[""Parallel Studies ""]"	"[""Parallel Studies ""]"	"[""Parallel Studies ""]"	No	6-10	0	No		"[""Food"",""Books ""]"
