id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,What is the type of the road available to the asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,How far is this street light from the nearest substation or transformer ?,Which type of street light is this?,What is the system of street lights used?,Has the street light been installed with the help of APEDA ?
3608,2019-05-06 11:00:52,Energy & ICT,Street Light,tenjin yeshii,Government,In Use,Tawang,Lumla,Manpat,27.53093,91.71445,Approved,https://smartvillage.imagetrekk.com/storage/images/J1bHMXhX55oJaOKaswN5b1YpXNt4MuLkY4K16wYD.jpeg?asset_id=3608,street light,Pakka Road,4G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
3609,2019-05-06 11:00:52,Energy & ICT,Street Light,tenjin yeshii,Government,In Use,Tawang,Lumla,Manpat,27.53085,91.71428,Approved,https://smartvillage.imagetrekk.com/storage/images/VQlfOJriMQV8B3jQIGiVljY9qEg45a8DRSIedhz3.jpeg?asset_id=3609,street light,Pakka Road,4G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.1,On-grid,Traditional,No
3615,2019-05-06 11:00:56,Energy & ICT,Street Light,tenjin yeshii,Government,Not in Use,Tawang,Lumla,Manpat,27.53608,91.71793,Approved,https://smartvillage.imagetrekk.com/storage/images/U1ozemque5mNflJzB9sLQVj2m7hvelbrZUdklX2Z.jpeg?asset_id=3615,street light,Pakka Road,4G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",2,On-grid,Traditional,No
3621,2019-05-06 11:47:32,Energy & ICT,Street Light,tilling saha,Government,In Use,Lower Subansiri,Ziro,Bamin,27.56865,93.82942,Approved,https://smartvillage.imagetrekk.com/storage/images/bhXm4Iz1TWcxR6I3R13cb2KeWwCK6OnR4zhCgSdn.jpeg?asset_id=3621,solar post 8,Kacha Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Solar,No
3712,2019-05-07 11:45:52,Energy & ICT,Street Light,ngilyang thaka,Government,Not in Use,Lower Subansiri,Ziro,Lempiya,27.5892,93.86494,Approved,https://smartvillage.imagetrekk.com/storage/images/IdwJcjhCb4H3hwYmQZEjlAxlKb7LRcGHhOCWpZzn.jpeg?asset_id=3712,street light 1,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",50,Off- grid,Traditional,No
3766,2019-05-08 00:15:21,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55898,93.84717,Approved,https://smartvillage.imagetrekk.com/storage/images/nS8PMlCPo4HUL69LKn2GRNqHlKLbQbqx9FA3blHQ.jpeg?asset_id=3766,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,Off- grid,Traditional,No
3769,2019-05-08 00:16:07,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.5592,93.84669,Approved,https://smartvillage.imagetrekk.com/storage/images/8J07p0rCJkYlychmhFmGzppYU2Lyb6lFtnEz3k1U.jpeg?asset_id=3769,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,Off- grid,Traditional,No
3771,2019-05-08 00:16:32,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55913,93.84729,Approved,https://smartvillage.imagetrekk.com/storage/images/mnZkiIbRvvXc2flCpJvryqcARATgT4KGM3kWVZ4z.jpeg?asset_id=3771,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
3774,2019-05-08 00:17:11,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55947,93.84904,Approved,https://smartvillage.imagetrekk.com/storage/images/nFDsnRfO79zLD8N0jMfz6TamJyBPUDFmC3l5Pkv8.jpeg?asset_id=3774,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0,On-grid,Traditional,No
3779,2019-05-08 00:18:24,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55946,93.84847,Approved,https://smartvillage.imagetrekk.com/storage/images/BIb29O3mVz1g3OuT920YVATxMfNRnzV3EWxktua4.jpeg?asset_id=3779,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0,On-grid,Traditional,No
3781,2019-05-08 00:18:52,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55938,93.84811,Approved,https://smartvillage.imagetrekk.com/storage/images/I7JmW7bA73ZGiVkzc9AUaC1s5dhGFhvgF1vxDww8.jpeg?asset_id=3781,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0,On-grid,Traditional,No
3783,2019-05-08 00:19:25,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55917,93.84748,Approved,https://smartvillage.imagetrekk.com/storage/images/Zau63lPXLTXFfXqYZ4uGXr7y2Q3ziVLOuQeoMuWO.jpeg?asset_id=3783,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0,On-grid,Traditional,No
3798,2019-05-08 00:22:53,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56521,93.84653,Approved,https://smartvillage.imagetrekk.com/storage/images/EoFK56N1Tx1tJqM2gLOWvm3wx8XqUZiSL8OIroVs.jpeg?asset_id=3798,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0,Off- grid,Traditional,No
3806,2019-05-08 00:24:46,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56727,93.84575,Approved,https://smartvillage.imagetrekk.com/storage/images/4WmrfV6bNhXbnFSogK9XNb85KHlebzA75jxxSa7I.jpeg?asset_id=3806,working,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,Off- grid,Solar,Yes
3828,2019-05-08 05:19:35,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58381,93.84406,Approved,https://smartvillage.imagetrekk.com/storage/images/PUwcYbDwu3AJ3bcKoWsO0F5GfG6ffKz13rUIXyHD.jpeg?asset_id=3828,high mass tower,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
3842,2019-05-08 06:45:25,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58297,93.84405,Approved,https://smartvillage.imagetrekk.com/storage/images/Y4I84hPQLJXCPH6ZZGkyuMLztPTW0RqawL0vuu9V.jpeg?asset_id=3842,bulb fused,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
3844,2019-05-08 06:49:11,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58285,93.84416,Approved,https://smartvillage.imagetrekk.com/storage/images/9uPMEBdPPfcbRSFriOfUlD72Cdm8Y3KkT5yVkvUq.jpeg?asset_id=3844,working condition,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
3847,2019-05-08 06:53:35,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58229,93.8448,Approved,https://smartvillage.imagetrekk.com/storage/images/YP7hBVOViAdSnQkpBQKWWvcwDYmeT01KboTvLT6H.jpeg?asset_id=3847,bulb fused,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
3850,2019-05-08 06:58:06,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58202,93.844,Approved,https://smartvillage.imagetrekk.com/storage/images/PTDdK5QgUs4J0mYLN67VoqWhU9ttcV4BmZGbdsxq.jpeg?asset_id=3850,bulb fused,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
3865,2019-05-08 10:42:57,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55715,93.84637,Approved,https://smartvillage.imagetrekk.com/storage/images/0xi9tnesQisnOVsxXrkbvA2ZsPEvFXwxr8R04JdD.jpeg?asset_id=3865,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,Off- grid,Traditional,No
3869,2019-05-08 10:44:17,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55688,93.84591,Approved,https://smartvillage.imagetrekk.com/storage/images/VIgG8fKUXJDhQPZ0eEf19vZFAuVdlkb3JMthqc5m.jpeg?asset_id=3869,working,Kacha Road,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]",1,Off- grid,Traditional,No
3871,2019-05-08 10:48:18,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55722,93.84593,Approved,https://smartvillage.imagetrekk.com/storage/images/MsXTQXsPS4Yn8Ig3gDwztFxLvoeTBxCPsdh5HSGP.jpeg?asset_id=3871,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,Off- grid,Traditional,No
3874,2019-05-08 10:50:15,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55732,93.84567,Approved,https://smartvillage.imagetrekk.com/storage/images/a4o7AgpvN5VsvhOFb8fWgEAA1CEpr890MErUxtmz.jpeg?asset_id=3874,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Others""]","[""Vodafone"",""BSNL"",""Others""]","[""Vodafone"",""BSNL"",""Others""]","[""Vodafone"",""BSNL"",""Others""]","[""Vodafone"",""BSNL"",""Others""]","[""Vodafone"",""BSNL"",""Others""]",1,Off- grid,Traditional,No
3876,2019-05-08 11:25:10,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55698,93.84626,Approved,https://smartvillage.imagetrekk.com/storage/images/R6kZbbG2IqE8xcStArtZzX8JvvvIbcXNWb8M2ros.jpeg?asset_id=3876,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,Off- grid,Traditional,No
3879,2019-05-08 11:26:04,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55784,93.84635,Approved,https://smartvillage.imagetrekk.com/storage/images/yuo9d2ARuqQNu9b6NjxJXhkhBz2O7O2SHLxQ2Tbg.jpeg?asset_id=3879,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,Off- grid,Traditional,No
3888,2019-05-08 11:28:35,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.55821,93.84371,Approved,https://smartvillage.imagetrekk.com/storage/images/9jZOAuyiUGfmpelT2t5U5T1wZAtwh3euddO4tJw7.jpeg?asset_id=3888,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0,On-grid,Traditional,No
3914,2019-05-08 11:35:57,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56405,93.84553,Approved,https://smartvillage.imagetrekk.com/storage/images/X6iM8gI9kngP181I4bnxl1cUV58KvxOVVyMMCzjT.jpeg?asset_id=3914,working,Kacha Road,2G Reliable,[],[],[],[],[],[],1,On-grid,Traditional,No
3922,2019-05-08 11:37:46,Energy & ICT,Street Light,taakhe rakesh,Government,In Use,Lower Subansiri,Ziro,Hong,27.56569,93.84338,Approved,https://smartvillage.imagetrekk.com/storage/images/VYyzfHQtxusQUSWyrlurIgBPE6UaQYKxAIONhB61.jpeg?asset_id=3922,working,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,Off- grid,Traditional,No
3964,2019-05-09 07:15:01,Energy & ICT,Street Light,tilling saha,Government,In Use,Lower Subansiri,Ziro,Bamin,27.56977,93.82898,Approved,https://smartvillage.imagetrekk.com/storage/images/vxlqZCVIHTlKPuUylDLh1RPRNQjBTi3kGJKG4rbN.jpeg?asset_id=3964,solar pole 11,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Solar,No
3968,2019-05-09 07:17:09,Energy & ICT,Street Light,tilling saha,Government,In Use,Lower Subansiri,Ziro,Bamin,27.56948,93.82797,Approved,https://smartvillage.imagetrekk.com/storage/images/l5czr2aGEXW310yoQCTF5ec3LFpEvTrmIaZDKcpt.jpeg?asset_id=3968,street light 1,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,Yes
3969,2019-05-09 07:18:15,Energy & ICT,Street Light,tilling saha,Government,In Use,Lower Subansiri,Ziro,Bamin,27.56941,93.82838,Approved,https://smartvillage.imagetrekk.com/storage/images/ETWzUEz62JwX9brfhJ0P1ZgxjeTg8j8adcoLEXcB.jpeg?asset_id=3969,solar pole 14,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Solar,No
3970,2019-05-09 07:18:55,Energy & ICT,Street Light,tilling saha,Government,In Use,Lower Subansiri,Ziro,Bamin,27.56937,93.82813,Approved,https://smartvillage.imagetrekk.com/storage/images/miWt9CaXKGxmjXzcjH2oVS2dLPw4iWQmbc4FxI2l.jpeg?asset_id=3970,solar polr 12,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Solar,No
3974,2019-05-09 08:25:59,Energy & ICT,Street Light,kago yubbey,Government,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55548,93.85441,Approved,https://smartvillage.imagetrekk.com/storage/images/BkUE1c1Eyl4lK0LlfF8V5yGqUG7hCMusQ1KhoYcd.jpeg?asset_id=3974,tapi village electrical pole 1,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",3,Off- grid,Traditional,No
3981,2019-05-09 08:27:51,Energy & ICT,Street Light,kago yubbey,Government,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.5571,93.84776,Approved,https://smartvillage.imagetrekk.com/storage/images/7aCphY37ZE6wRMz2HbGDjj5TgYhY5ce8aOeDL3Kl.jpeg?asset_id=3981,pole 4,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",3,Off- grid,Traditional,No
3998,2019-05-09 08:32:18,Energy & ICT,Street Light,kago yubbey,Government,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55811,93.84831,Rejected,https://smartvillage.imagetrekk.com/storage/images/h4ryg1k5jSB2k9sVIlBxcfQpI6eBdRksv9fPOYkX.jpeg?asset_id=3998,pole 2,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",3.2,Off- grid,Traditional,No
4003,2019-05-09 08:34:49,Energy & ICT,Street Light,kago yubbey,Government,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55851,93.84844,Approved,https://smartvillage.imagetrekk.com/storage/images/qYx36i3hDP0K3yQdPVsY3zdy4leEKE5hfUsm5Wf5.jpeg?asset_id=4003,hymus tower 1,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",3,On-grid,Traditional,No
4005,2019-05-09 08:36:05,Energy & ICT,Street Light,tilling saha,Government,In Use,Lower Subansiri,Ziro,Michi,27.56985,93.82703,Approved,https://smartvillage.imagetrekk.com/storage/images/J1pAKTndCL9tA0fjOOYynXatau14OH99KNJl9r7h.jpeg?asset_id=4005,street light 4,Kacha Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,Yes
4006,2019-05-09 08:36:24,Energy & ICT,Street Light,tilling saha,Government,In Use,Lower Subansiri,Ziro,Michi,27.57008,93.82725,Approved,https://smartvillage.imagetrekk.com/storage/images/aOzH3B7NCKGI1iCaKtGxeIRxnY26aH6dpWitn24w.jpeg?asset_id=4006,solar pole 28,Kacha Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Solar,No
4007,2019-05-09 08:36:36,Energy & ICT,Street Light,tilling saha,Government,In Use,Lower Subansiri,Ziro,Michi,27.5702,93.82754,Approved,https://smartvillage.imagetrekk.com/storage/images/q9g5NVsQUuyMuFquwbdzQckfs3eeGMZNZMWSg250.jpeg?asset_id=4007,street light 3,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,Yes
4008,2019-05-09 08:36:46,Energy & ICT,Street Light,tilling saha,Government,In Use,Lower Subansiri,Ziro,Michi,27.57023,93.82775,Approved,https://smartvillage.imagetrekk.com/storage/images/jAWznXnWdMV5dz5S4UI6luS6BOAkSPiuew7dmu5B.jpeg?asset_id=4008,street light 2,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,Yes
4010,2019-05-09 08:37:00,Energy & ICT,Street Light,tilling saha,Government,In Use,Lower Subansiri,Ziro,Michi,27.57004,93.82779,Approved,https://smartvillage.imagetrekk.com/storage/images/q2b634q4dFR46SfZmL1HQlKA9SnQBeDY0ix1UKnV.jpeg?asset_id=4010,solsr pole 17,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Solar,No
4013,2019-05-09 08:37:35,Energy & ICT,Street Light,tilling saha,Government,In Use,Lower Subansiri,Ziro,Michi,27.56979,93.82789,Approved,https://smartvillage.imagetrekk.com/storage/images/sf1YbXKeGwaiSmmHwwJ9DVXwcXHRPaufUC6Nohqb.jpeg?asset_id=4013,solar pole 16,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Solar,No
